link,year,disambiguation,length,pageviews,revisions,title,score
Kublai_Khan,1215,False,297902,129995,3773,Kublai Khan,0.8495879069007621
Roger_Bacon,1214,False,415365,17819,1921,Roger Bacon,0.7791960808247194
Louis_IX_of_France,1214,False,264246,26030,1391,Louis IX of France,0.7698089322531158
Hulagu_Khan,1218,False,132664,14208,768,Hulagu Khan,0.7186066118498224
Ibn_Nafis,1210,False,113169,5175,952,Ibn al-Nafis,0.6953896025732519
Pope_Celestine_V,1215,False,177653,7417,585,Pope Celestine V,0.6950677334634338
Rudolf_I_of_Germany,1218,False,154977,3525,450,Rudolf I of Germany,0.6609353207222105
Afonso_III_of_Portugal,1210,False,180301,2889,335,Afonso III of Portugal,0.6450901482988594
Pope_John_XXI,1215,False,167214,3170,308,Pope John XXI,0.6432999291620021
Isabella_of_England,1214,False,103777,2410,287,Isabella of England,0.625695604403443
Ariq_Boke,1219,False,59579,5143,208,Ariq Böke,0.6240424703696862
Zita,1212,False,55295,3084,221,Zita,0.6125187366691707
Isabella_II_of_Jerusalem,1212,False,108310,1658,217,Isabella II of Jerusalem,0.6033041242901996
Eric_IV_of_Denmark,1216,False,127213,1517,167,Eric IV of Denmark,0.5911604923631623
Baldwin_II_of_Constantinople,1217,False,114366,1110,149,"Baldwin II, Latin Emperor",0.5752696538368702
"Joan_of_England,_Queen_of_Scotland",1210,False,124058,1642,112,"Joan of England, Queen of Scotland",0.5741951433817118
Ibn_Khallikan,1211,False,59695,932,177,Ibn Khallikan,0.5692416096842511
"John_I,_Duke_of_Brittany",1217,False,127474,874,148,"John I, Duke of Brittany",0.5686194779160096
Christopher_I_of_Denmark,1219,False,121822,1201,119,Christopher I of Denmark,0.5680022857626902
Emperor_Go-Horikawa,1212,False,77110,1078,140,Emperor Go-Horikawa,0.5669488005195524
Abel_of_Denmark,1218,False,126360,644,170,"Abel, King of Denmark",0.5640722188724259
Robert_I_of_Artois,1216,False,99236,1212,107,"Robert I, Count of Artois",0.5608512886298428
Emperor_Chūkyō,1218,False,70772,995,118,Emperor Chūkyō,0.5558037751175864
Boniface_of_Savoy_(bishop),1217,False,89534,431,215,Boniface of Savoy (bishop),0.5545039957973781
"Eleanor_of_Portugal,_Queen_of_Denmark",1211,False,155660,540,133,"Eleanor of Portugal, Queen of Denmark",0.5498418837064447
"Hugh_IV,_Duke_of_Burgundy",1213,False,45441,836,124,"Hugh IV, Duke of Burgundy",0.5474303766898613
Fakhr-al-Din_Iraqi,1213,False,70144,642,127,Fakhr-al-Din Iraqi,0.5452511981781762
Zahed_Gilani,1216,False,52342,514,140,Zahed Gilani,0.5384747108486296
Henry_V_of_Luxembourg,1216,False,76306,508,111,"Henry V, Count of Luxembourg",0.5326157807939307
Henry_I_of_Cyprus,1217,False,92380,528,101,Henry I of Cyprus,0.5317491222314983
Yolande_of_Brittany,1218,False,99014,293,147,Yolande of Brittany,0.5265258774689531
"Floris_IV,_Count_of_Holland",1210,False,40165,780,83,"Floris IV, Count of Holland",0.5255945751573567
Kujō_Yoritsune,1218,False,49482,396,123,Kujō Yoritsune,0.5235849576286324
David_VII_Ulu,1215,False,43998,428,86,David VII of Georgia,0.5098907159821697
William_of_Villehardouin,1211,False,44688,267,96,William of Villehardouin,0.49838359121390347
"John_I,_Count_of_Hainaut",1218,False,40166,478,63,"John I, Count of Hainaut",0.4979267402459183
Malatesta_da_Verucchio,1212,False,31545,317,59,Malatesta da Verucchio,0.47959400121160667
Maurice_de_Berkeley,1218,False,30195,324,34,Maurice de Berkeley,0.45179185988116033
Guillaume_de_Gisors,1219,False,26608,161,54,Guillaume de Gisors,0.4509102138820117
Douceline_of_Digne,1215,False,33627,95,14,Douceline of Digne,0.3642819469692564
Izz_al-Din_ibn_Shaddad,1217,False,27332,91,9,Izz al-Din ibn Shaddad,0.33099408783087436
Shinnyo,1211,False,33777,0,21,Shinnyo,0.12184453254098078
