link,year,disambiguation,length,pageviews,revisions,title,score
Zheng_He,1371,False,296085,42721,4657,Zheng He,0.8279342087157643
Filippo_Brunelleschi,1377,False,143356,25259,2735,Filippo Brunelleschi,0.7812012626297238
Jadwiga_of_Poland,1374,False,356017,7108,1153,Jadwiga of Poland,0.7305267899877814
Isabeau_de_Bavière,1371,False,252358,4903,1854,Isabeau of Bavaria,0.7290719907681968
Lorenzo_Ghiberti,1378,False,84283,8721,721,Lorenzo Ghiberti,0.6951981709426049
Pope_Callixtus_III,1378,False,185003,6285,398,Pope Callixtus III,0.6750971503769984
John_the_Fearless,1371,False,170283,5224,405,John the Fearless,0.6694812859011586
Margery_Kempe,1373,False,120995,5036,427,Margery Kempe,0.6655189295306095
"Richard_of_Conisburgh,_3rd_Earl_of_Cambridge",1375,False,140051,5402,330,"Richard of Conisburgh, 3rd Earl of Cambridge",0.6587863123642431
"Edward_of_Norwich,_2nd_Duke_of_York",1373,False,84523,4848,332,"Edward of Norwich, 2nd Duke of York",0.6485187394537479
"Roger_Mortimer,_4th_Earl_of_March",1374,False,133819,3031,294,"Roger Mortimer, 4th Earl of March",0.6369668272661787
Henry_III_of_Castile,1379,False,147349,2835,268,Henry III of Castile,0.6323683648430309
"Louis_of_Valois,_Duke_of_Orléans",1372,False,130011,2745,236,"Louis I, Duke of Orléans",0.6242188357973422
"Joan_of_Navarre,_Queen_of_England",1370,False,117870,3341,204,"Joan of Navarre, Queen of England",0.6218038982044675
Jianwen_Emperor,1377,False,70239,2991,226,Jianwen Emperor,0.6161770154606423
Shahrukh_Mirza,1377,False,67590,2449,225,Shahrukh Mirza,0.6098934551309559
Ladislaus_of_Naples,1377,False,126566,1500,236,Ladislaus of Naples,0.6056988421749573
Olav_IV_of_Norway,1370,False,136047,1852,196,Olaf II of Denmark,0.6051014914108571
Hongxi_Emperor,1378,False,68444,2365,201,Hongxi Emperor,0.6042087962319127
Vasily_I_of_Moscow,1371,False,61290,1448,209,Vasily I of Moscow,0.5900991190666081
"Frederick_I,_Elector_of_Brandenburg",1371,False,116538,1747,151,"Frederick I, Elector of Brandenburg",0.5896334888093228
"Frederick_I,_Elector_of_Saxony",1370,False,112887,2275,125,"Frederick I, Elector of Saxony",0.5874276810282694
Joanna_II_of_Naples,1373,False,97137,1186,194,Joanna II of Naples,0.5867986363982102
Emperor_Go-Komatsu,1377,False,79727,1572,162,Emperor Go-Komatsu,0.5850747700688084
Oswald_von_Wolkenstein,1377,False,67706,1406,182,Oswald von Wolkenstein,0.5847453446024605
John_Lydgate,1370,False,57782,1653,151,John Lydgate,0.5791824867910526
John_VII_Palaiologos,1370,False,78993,865,173,John VII Palaiologos,0.5693661367250541
Jerome_of_Prague,1379,False,67808,983,163,Jerome of Prague,0.5691107522516917
"Ernest,_Duke_of_Austria",1377,False,106830,1443,105,"Ernest, Duke of Austria",0.5656895420980238
