label,image,align
chosen,https://static.titlovi.com/img/0182/182720-tt0082175.jpg,0.3
schindler,https://www.davidbcalhoun.com/wp-content/uploads/2016/schindlers-list-06-girl-in-red-coat.jpg
shoah,https://assets.mubi.com/images/film/3771/image-w1280.jpg?1481128162
jazz,https://media.wired.com/photos/5933da23a24b4b4903a3c97f/master/pass/jazz_singer_f.jpg
annie,https://pmcvariety.files.wordpress.com/2015/11/annie-hall.jpg,0.1
funny,http://static.playbill.com/dims4/default/cb98d60/2147483647/crop/835x470%2B0%2B102/resize/970x546/quality/90/?url=http%3A%2F%2Fstatic.playbill.com%2F1e%2F43%2F12f3299c4bf08a2cd240fdb88b9c%2Ffunny-girl.jpg
getleman,https://theticketbooth.files.wordpress.com/2015/09/gp2.jpg
exodus,https://cdn.highdefdigest.com/uploads/2016/04/06/High-Def-Digest-www.highdefdigest_.com-Blu-ray-Review-Exodus-Twilight-Time_1_.jpg,0.3
ben-hur,https://cdn1.thr.com/sites/default/files/imagecache/landscape_928x523/2016/01/ben-hur_1959_26.jpg
commandments,https://cdn-images-1.medium.com/max/1279/1*gyNoumwwNMdbT8R6X0Hthg@2x.jpeg
dancing,https://www.billboard.com/files/stylus/1177319-dirty_dancing_kiss.jpg
