label,image,align
Bertozzi,https://news.stanford.edu/news/2015/june/images/15301-chemistry_bertozzi.jpg
Pollack,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/En_James_Pollack_lecture.jpg/1200px-En_James_Pollack_lecture.jpg,0.3
Wilson,https://i.ytimg.com/vi/nbNnNF9JHFQ/maxresdefault.jpg
Conway,https://i2.wp.com/www.lesbiannews.com/wp-content/uploads/2017/03/Lynn-Conway.jpg
Horton,http://cdn.facesofopensource.com/wp-content/uploads/2017/06/27212925/maryannhorton.CF024537.web_.jpg,0.1
Spolsky,https://cdn1.techworld.com/cmsdata/features/3666612/joel_spolsky_thumb800.jpg
Turing,https://i2-prod.cambridge-news.co.uk/incoming/article13538750.ece/ALTERNATES/s1200/Alan-Turing.jpg
Kolmogorov,http://images.fineartamerica.com/images-medium-large/andrei-kolmogorov-soviet-mathematician-ria-novosti.jpg,0.3
Mavalvala,http://i.dawn.com/large/2016/02/56c0f93c0f899.jpg
Allman,https://i.ytimg.com/vi/w1f7yNOqweM/maxresdefault.jpg
Ride,https://www.nasa.gov/sites/default/files/thumbnails/image/s07-02-014a_0.jpg
Hardy,http://www.matematikciler.com/images/matematikciler/godfrey-hardy.jpg
