label,image,align
Nile,https://www.thousandwonders.net/covers/e9/Nile.River.jpg
Congo,http://www.nationsonline.org/gallery/DRC/Congo-River-near-Kisangani.jpg
Zambezi,http://tongabezi.com/img/sindabezi/main-image-2017.jpg
Niger,https://cdn.thinglink.me/api/image/765936783115419648/1240/10/scaletowidth
Blue Nile,https://upload.wikimedia.org/wikipedia/commons/4/46/Blue_Nile_Falls_Ethiopia.jpg
Orange River,http://www.getaway.co.za/wp-content/uploads/2015/09/JessicaZumpfe_OrangeRiver_045-768x512.jpg
White Nile,http://www.whitenilewalkingsafaris.com/js/tinymce/plugins/image/uploads/FILE-20160925-09452GYAZJYSXSVG.jpg
Limpopo,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Limpopo.jpg/1200px-Limpopo.jpg
Okavango,https://www.worldatlas.com/r/w728-h425-c728x425/upload/bb/cb/7c/okavango-river.jpg
Senegal,https://img.ev.mu/images/attractions/3145/1605x642/2032.jpg
