link,year,disambiguation,length,pageviews,revisions,title,score
Henry_IV_of_France,1553,False,126880,9260,653,Heinrich IV. (Frankreich),0.7000855060512529
"Rudolf_II,_Holy_Roman_Emperor",1552,False,129075,4248,476,Rudolf II. (HRR),0.6659802722165601
Margaret_of_Valois,1553,False,147617,2493,305,Margarete von Valois,0.6340479030219452
Henry_III_of_France,1551,False,77130,3444,291,Heinrich III. (Frankreich),0.6322444344776554
Walter_Raleigh,1554,False,64730,3330,316,Walter Raleigh,0.632048063455114
Walter_Raleigh,1552,False,64729,3330,316,Walter Raleigh,0.6320478250665703
"Mathias,_Holy_Roman_Emperor",1557,False,85724,2583,270,Matthias (HRR),0.6225046656245146
Charles_IX_of_France,1550,False,67056,2705,202,Karl IX. (Frankreich),0.607839503152606
Boris_Godunov,1551,False,56475,1964,187,Boris Godunow,0.5931739558416904
Willem_Barentsz,1550,False,76812,931,294,Willem Barents,0.5920853097002176
"Edward_de_Vere,_17th_Earl_of_Oxford",1550,False,54170,1006,246,"Edward de Vere, 17. Earl of Oxford",0.5833871396186949
Wolf_Dietrich_Raitenau,1559,False,62362,1201,179,Wolf Dietrich von Raitenau,0.5781957169974764
Joost_Bürgi,1552,False,82760,709,236,Jost Bürgi,0.5753696923497669
John_Napier,1550,False,55402,832,219,John Napier,0.5729764704492858
Matteo_Ricci,1552,False,85266,668,230,Matteo Ricci,0.5726510843332087
Pope_Paul_V,1550,False,59722,779,200,Paul V.,0.5682434164178358
Feodor_I_of_Russia,1557,False,51899,1314,132,Fjodor I. (Russland),0.5652145529947188
Giovanni_Gabrieli,1557,False,49303,1020,155,Giovanni Gabrieli,0.5640976517066841
"Elisabeth_of_Austria,_Queen_of_France",1554,False,67150,737,171,Elisabeth von Österreich (1554–1592),0.5616463673572472
Michael_the_Brave,1558,False,52634,667,182,Mihai Viteazul,0.557763488347693
Hans_von_Aachen,1552,False,72610,517,198,Hans von Aachen,0.5559015958259109
"Henry_I,_Duke_of_Guise",1550,False,50676,842,126,"Henri I. de Lorraine, duc de Guise",0.549684965273777
Sebastian_of_Portugal,1554,False,55077,604,157,Sebastian (Portugal),0.5491517079825375
Johann_Arndt,1555,False,56478,539,165,Johann Arndt,0.5474910867567017
1584,1559,False,118866,314,226,1584,0.5466373843471544
1556,1559,False,114415,336,210,1556,0.5464712288898198
Giulio_Caccini,1551,False,56556,619,141,Giulio Caccini,0.545942560744706
Fausto_Veranzio,1551,False,53727,279,336,Fausto Veranzio,0.5454653655257302
Charles_IX_of_Sweden,1550,False,53503,711,122,Karl IX. (Schweden),0.5436745185405554
Pope_Gregory_XV,1554,False,55730,520,153,Gregor XV.,0.5431337830678968
Ernest_of_Bavaria,1554,False,67956,459,157,Ernst von Bayern (1554–1612),0.5420050498256143
Melchior_Klesl,1552,False,55557,513,137,Melchior Khlesl,0.538226255460949
"Maximilian_III,_Archduke_of_Austria",1558,False,55627,543,130,Maximilian III. (Vorderösterreich),0.5380287714253373
"Albert_Frederick,_Duke_of_Prussia",1553,False,49976,673,111,Albrecht Friedrich (Preußen),0.537030001780906
Vasili_IV_of_Russia,1552,False,47213,646,115,Wassili IV. (Russland),0.5366142377581685
"Albert_VII,_Archduke_of_Austria",1559,False,83111,379,154,Albrecht VII. von Habsburg,0.5364167333296064
Edward_Kelley,1555,False,46620,493,135,Edward Kelley,0.5342384359230389
Philipp_Nicolai,1556,False,60175,382,154,Philipp Nicolai,0.533198923500751
"Frederick_I,_Duke_of_Württemberg",1557,False,60085,504,117,Friedrich I. (Württemberg),0.5319998967448224
Nurhaci,1559,False,46130,613,108,Nurhaci,0.5319590785498088
Hendrik_Goltzius,1558,False,51411,393,128,Hendrick Goltzius,0.5253250746345713
Jakobea_of_Baden,1558,False,46785,414,109,Jakobe von Baden-Baden,0.5195929327642959
Camillus_de_Lellis,1550,False,52256,458,97,Kamillus von Lellis,0.5192532743974642
Stanislaus_Kostka,1550,False,43612,438,105,Stanislaus Kostka,0.5191620050397785
Sophie_of_Mecklenburg-Güstrow,1557,False,52397,416,100,Sophie von Mecklenburg (1557–1631),0.5173729234672505
"François,_Duke_of_Anjou",1555,False,44226,386,111,"François-Hercule de Valois, duc d’Alençon",0.5173012678243893
Martin_Delrio,1551,False,74862,168,213,Martin Anton Delrio,0.5126296217533197
Stephen_Bocskay,1557,False,41627,357,107,Stephan Bocskai,0.5124167445246935
Philip_Sidney,1554,False,49911,381,94,Philip Sidney,0.5112272051194645
Agostino_Carracci,1557,False,42803,794,59,Agostino Carracci,0.5096740909804269
Maria_Anna_of_Bavaria_(1551-1608),1551,False,58056,500,72,Maria Anna von Bayern (1551–1608),0.5095627621669693
"Louis_III,_Duke_of_Württemberg",1554,False,51384,418,79,Ludwig (Württemberg),0.5069545774511929
Archduke_Ernest_of_Austria,1553,False,52480,299,100,Ernst von Österreich (1553–1595),0.5058125614390103
Archduke_Ernest_of_Austria,1553,False,52480,299,100,Ernst von Österreich (1553–1595),0.5058125614390103
Agrippa_d'Aubigné,1552,False,73686,198,138,Théodore Agrippa d’Aubigné,0.5053410865480487
Polykarp_Leyser_the_Elder,1552,False,77304,165,150,Polykarp Leyser der Ältere,0.500812517741222
"Philip_William,_Prince_of_Orange",1554,False,49057,294,87,Philipp Wilhelm (Oranien),0.49875439938580507
Margrave_Andrew_of_Burgau,1558,False,54875,244,99,Andreas von Österreich,0.4983281659466952
