link,year,disambiguation,length,pageviews,revisions,title,score
Mary_I_of_England,1516,False,262555,19828,823,Maria I. (England),0.7417632879028043
Catherine_de'_Medici,1519,False,114486,7213,490,Caterina de’ Medici,0.6801428027176379
Teresa_of_Ávila,1515,False,110578,4590,485,Teresa von Ávila,0.6665821681823659
Anne_of_Cleves,1515,False,94893,6612,381,Anna von Kleve,0.6643887136789526
Gerardus_Mercator,1512,False,105511,2653,580,Gerhard Mercator,0.6559613510439116
Catherine_Howard,1519,False,82099,6593,294,Catherine Howard,0.6508239034882418
Catherine_Howard,1518,False,82099,6593,294,Catherine Howard,0.6508239034882418
Giorgio_Vasari,1511,False,94288,3318,303,Giorgio Vasari,0.6358607477196867
Henry_II_of_France,1519,False,68263,6257,218,Heinrich II. (Frankreich),0.6330786672810653
Andreas_Vesalius,1514,False,71439,1985,356,Andreas Vesalius,0.6229873369195723
Lucas_Cranach_the_Younger,1515,False,79559,2616,274,Lucas Cranach der Jüngere,0.6224136483854174
Tintoretto,1518,False,74243,2009,232,Jacopo Tintoretto,0.6068240436538038
Mary_of_Guise,1515,False,99243,2568,130,Marie de Guise,0.5909912265435048
"William,_Duke_of_Jülich-Cleves-Berg",1516,False,65070,1205,230,Wilhelm (Jülich-Kleve-Berg),0.5890776523349888
"Cosimo_I_de'_Medici,_Grand_Duke_of_Tuscany",1519,False,73492,1716,164,Cosimo I. de’ Medici,0.5871039208262279
Johann_Weyer,1515,False,102153,518,404,Johann Weyer,0.5847039764840617
James_V_of_Scotland,1512,False,58570,1665,162,Jakob V.,0.5827052720685992
Philip_Neri,1515,False,62706,1201,196,Philipp Neri,0.5820319659382033
"Elisabeth_of_Brandenburg,_Duchess_of_Brunswick-Calenberg-Göttingen",1510,False,69940,586,356,Elisabeth von Brandenburg (1510–1558),0.5806953991343338
Michael_Servetus,1511,False,72430,680,262,Michael Servetus,0.576070874746735
John_Knox,1514,False,52470,1437,142,John Knox,0.5711934851457443
John_Knox,1510,False,52470,1437,142,John Knox,0.5711934851457443
"Frances_Grey,_Duchess_of_Suffolk",1517,False,174089,751,151,Frances Brandon,0.5678255441191741
"Christoph,_Duke_of_Württemberg",1515,False,66695,991,148,Christoph (Württemberg),0.5650423489017573
Gaspard_II_de_Coligny,1519,False,65315,649,192,Gaspard II. de Coligny,0.5615524084321896
Margaret_Douglas,1515,False,94232,676,134,Margaret Douglas,0.5525495200238222
Francisco_Vázquez_de_Coronado,1510,False,57681,693,144,Francisco Vásquez de Coronado,0.5507643621453563
"Henry_FitzRoy,_1st_Duke_of_Richmond_and_Somerset",1519,False,58159,1388,89,"Henry Fitzroy, 1. Duke of Richmond and Somerset",0.5492819919076903
Sebastian_Castellio,1515,False,78116,468,174,Sebastian Castellio,0.5482289894304734
1587,1513,False,117219,333,221,1587,0.5481464097575001
"Frederick_III,_Elector_Palatine",1515,False,54051,664,131,Friedrich III. (Pfalz),0.5446472154364684
1563,1519,False,119972,303,209,1563,0.5425466121548818
Ambroise_Paré,1510,False,65997,666,115,Ambroise Paré,0.5414464512308834
Barbara_Uthmann,1514,False,53024,432,146,Barbara Uthmann,0.5342008229318632
"Catherine_Brandon,_Duchess_of_Suffolk",1519,False,122640,642,87,"Katherine Willoughby, 12. Baroness Willoughby de Eresby",0.5339645089411085
Georg_Joachim_Rheticus,1514,False,54365,373,159,Georg Joachim Rheticus,0.5323741384157539
"Henry_Howard,_Earl_of_Surrey",1517,False,99015,690,81,"Henry Howard, Earl of Surrey",0.5305764121374066
Antoine_de_Bourbon,1518,False,45635,595,107,"Antoine de Bourbon, duc de Vendôme",0.5304842332845909
"Francis,_Duke_of_Guise",1519,False,51428,797,84,"François de Lorraine, duc de Guise",0.5296270176816315
Pope_Innocent_IX,1519,False,52702,389,141,Innozenz IX.,0.5290136007315164
Manco_Inca_Yupanqui,1516,False,50776,492,108,Manco Cápac II.,0.5259317661145778
Francis_Borgia,1510,False,51626,457,114,Francisco de Borja (Jesuit),0.5259172947159241
Theodore_Beza,1519,False,59890,329,142,Théodore de Bèze,0.5244967806658237
"Alessandro_de'_Medici,_Duke_of_Florence",1510,False,45097,656,86,Alessandro de’ Medici,0.5235206791698207
Sibylle_of_Cleves,1512,False,47387,597,89,Sibylle von Jülich-Kleve-Berg (1512–1554),0.522796940801625
Peter_Ernst_I_von_Mansfeld-Vorderort,1517,False,62212,306,144,Peter Ernst I. von Mansfeld,0.5226713843999097
"Henry,_King_of_Portugal",1512,False,49827,383,110,Heinrich I. (Portugal),0.5179687698436983
Gotthard_Kettler,1517,False,43025,372,112,Gotthard Kettler,0.516071291162887
Elisabeth_Plainacher,1513,False,42419,481,77,Elisabeth Plainacher,0.508222300288539
Tahmasp_I,1514,False,42370,417,83,Tahmasp I.,0.5070626590832027
"Henry_Grey,_1st_Duke_of_Suffolk",1517,False,48176,401,81,"Henry Grey, 1. Duke of Suffolk",0.5060558936846563
Otto_Truchsess_von_Waldburg,1514,False,63974,287,99,Otto von Waldburg,0.5059035424026965
Petrus_Ramus,1515,False,48056,272,109,Petrus Ramus,0.5048581603217218
"John,_Margrave_of_Brandenburg-Küstrin",1513,False,45946,336,91,Johann (Brandenburg-Küstrin),0.5046575394193928
Antoine_Perrenot_de_Granvelle,1517,False,56876,256,110,Antoine Perrenot de Granvelle,0.5046503410278614
