link,year,disambiguation,length,pageviews,revisions,title,score
Donatello,1386,False,112511,9466,249,Донателло,0.6568760461600923
Henry_V_of_England,1386,False,132901,7808,189,Генрих V (король Англии),0.6411946688927316
Jan_van_Eyck,1385,False,114631,4573,219,"Ван Эйк, Ян",0.6330317459795645
Cosimo_de'_Medici,1389,False,141259,1205,143,"Медичи, Козимо Старый",0.5783517872123635
Yolande_of_Aragon,1384,False,102391,762,111,Иоланда Арагонская,0.5489628419534692
Jamshīd_al-Kāshī,1380,False,99847,696,98,Аль-Каши,0.5400755222487371
Pope_Eugene_IV,1383,False,156434,463,113,Евгений IV,0.537437705246745
Isabella_of_Valois,1389,False,138552,1170,57,Изабелла Валуа (королева Англии),0.5298995470280099
Eric_of_Pomerania,1382,False,152859,925,60,Эрик Померанский,0.5274762136829884
Thomas_à_Kempis,1380,False,83405,460,98,Фома Кемпийский,0.5247542999437155
"John_of_Lancaster,_1st_Duke_of_Bedford",1389,False,69921,710,56,"Джон Ланкастерский, герцог Бедфорд",0.5089157200317298
Gian_Francesco_Poggio_Bracciolini,1380,False,75231,463,70,"Браччолини, Поджо",0.5083862815729479
Antipope_Felix_V,1383,False,104564,413,69,Амадей VIII,0.5071207324447167
"Thomas_Montagu,_4th_Earl_of_Salisbury",1388,False,127295,157,121,"Монтегю, Томас, 4-й граф Солсбери",0.4955574273326774
Khalil_Sultan,1384,False,65311,1099,37,Халиль-Султан,0.4950359836679836
Bernardino_of_Siena,1380,False,86104,236,71,Бернардин Сиенский,0.4873556054062853
Blanche_I_of_Navarre,1387,False,91992,320,45,Бланка I (королева Наварры),0.4762249522912447
Ferdinand_I_of_Aragon,1380,False,73641,335,42,Фердинанд I Справедливый,0.47210781186711076
Johann_Schiltberger,1381,False,75974,249,48,"Шильтбергер, Иоганн",0.46983104757419647
"Thomas_of_Lancaster,_1st_Duke_of_Clarence",1388,False,149205,226,46,"Томас Ланкастер, герцог Кларенс",0.46967238643402953
"John_I,_Duke_of_Bourbon",1381,False,121889,316,36,Жан I де Бурбон,0.46580011177420977
"Richard_de_Beauchamp,_13th_Earl_of_Warwick",1382,False,135651,264,38,"Ричард де Бошан, 13-й граф Уорик",0.46404197777225753
Giovanni_da_Capistrano,1386,False,79692,139,59,Иоанн Капистран,0.45847910875895287
"Antoine,_Duke_of_Brabant",1384,False,81801,204,42,Антуан (герцог Брабанта),0.4570164259121467
Anna_of_Celje,1381,False,53972,306,31,Анна Цельская,0.4499196030864234
"John_VI,_Duke_of_Brittany",1389,False,95998,244,29,Жан VI (герцог Бретани),0.44377588378837785
Zbigniew_Oleśnicki_(cardinal),1389,False,66625,174,30,"Олесницкий, Збигнев",0.43254667352494014
Dai_Jin,1388,False,68722,90,49,Дай Цзинь,0.43171115010322314
"Frederick_IV,_Duke_of_Austria",1382,False,88324,73,52,Фридрих IV (граф Тироля),0.426643283258873
"Niccolò_III_d'Este,_Marquis_of_Ferrara",1383,False,64166,129,31,Никколо III д’Эсте,0.42393955873501976
Ashikaga_Yoshimochi,1386,False,61621,143,23,Асикага Ёсимоти,0.4107951621926602
Nguyễn_Trãi,1380,False,66086,140,21,Нгуен Чай,0.40522849239416936
Itzcóatl,1381,False,92201,216,13,Ицкоатль,0.38648494774457764
"Edmund_Holland,_4th_Earl_of_Kent",1384,False,144505,81,18,"Холланд, Эдмунд, 4-й граф Кент",0.38243974818098164
"John_FitzAlan,_13th_Earl_of_Arundel",1385,False,103554,65,18,"Джон Фицалан, 13-й граф Арундел",0.372918802342309
"Thomas_FitzAlan,_12th_Earl_of_Arundel",1381,False,115468,50,17,"Томас Фицалан, 12-й граф Арундел",0.36032634859759194
"Jean_I,_Duke_of_Alençon",1385,False,68130,214,9,Жан I (герцог Алансона),0.3545559009285225
Niccolò_Piccinino,1386,False,55125,101,10,"Пиччинино, Никколо",0.3450626193546489
Jan_Želivský,1380,False,96823,109,9,"Желивский, Ян",0.34120330699278867
Juliana_Berners,1388,False,50631,63,9,"Бернерс, Джулиана",0.32410667366877793
"Margaret_Beaufort,_Countess_of_Somerset",1385,False,128740,128,6,"Холланд, Маргарет",0.30902846559328384
Antoninus_of_Florence,1389,False,65629,8,42,Антонин Пьероци,0.2820789859938403
Anne_of_Gloucester,1383,False,124833,108,4,Анна Глостерская,0.2616116507590909
"Stefan,_Count_Palatine_of_Simmern-Zweibrücken",1385,False,62557,0,27,Стефан (пфальцграф Зиммерн-Цвейбрюккена),0.12349843609144104
Lukeni_lua_Nimi,1380,,1,1,1,?,0.05448825167540282
Saint_Rita_of_Cascia,1381,,1,1,1,?,0.05448825167540282
Frances_of_Rome,1384,,1,1,1,?,0.05448825167540282
Lope_de_Barrientos,1382,,1,1,1,?,0.05448825167540282
Claudius_Clavus,1388,,1,1,1,?,0.05448825167540282
"Joan,_Heiress_of_Navarre",1382,,1,1,1,?,0.05448825167540282
Anne_de_Bourbon,1380,,1,1,1,?,0.05448825167540282
"Henriette,_Countess_of_Montbéliard",1387,,1,1,1,?,0.05448825167540282
Giovanni_Berardi,1380,,1,1,1,?,0.05448825167540282
Sigismondo_Polcastro,1384,,1,1,1,?,0.05448825167540282
