link,year,disambiguation,length,pageviews,revisions,title,score
Joan_of_Arc,1412,False,247067,44206,1273,Жанна д’Арк,0.7785521824834097
Vasili_II_of_Russia,1415,False,186241,17993,410,Василий II Тёмный,0.7033622247316161
"Frederick_III,_Holy_Roman_Emperor",1415,False,231715,1842,153,Фридрих III (император Священной Римской империи),0.5997873671731478
Pope_Sixtus_IV,1414,False,175510,1932,146,Сикст IV,0.5957594780269404
Jami,1414,False,96434,1210,133,Джами,0.5707593032812316
"Richard_of_York,_3rd_Duke_of_York",1411,False,162405,1233,89,"Ричард Плантагенет, 3-й герцог Йоркский",0.5573622379560389
Pope_Paul_II,1417,False,151931,877,92,Павел II,0.5484288278305139
Jan_Długosz,1415,False,83420,631,126,"Длугош, Ян",0.546278784698027
Johannes_Ockeghem,1410,False,99042,506,128,"Окегем, Йоханнес",0.5413057024965623
Piero_di_Cosimo_de'_Medici,1416,False,111722,872,51,"Медичи, Пьеро ди Козимо",0.5137468695695214
Jacquetta_of_Luxembourg,1416,False,85945,1216,43,Жакетта Люксембургская,0.5094230188420981
"Albrecht_III_Achilles,_Elector_of_Brandenburg",1414,False,87432,400,74,Альбрехт III (курфюрст Бранденбурга),0.5077456710716178
"Frederick_II,_Elector_of_Saxony",1412,False,115364,473,62,Фридрих II (курфюрст Саксонии),0.5070264936985021
Sigismondo_Pandolfo_Malatesta,1417,False,71828,529,53,"Малатеста, Сиджизмондо Пандольфо",0.49788770537787685
Ludovico_III_Gonzaga,1412,False,174631,225,69,Лудовико III Гонзага,0.49014244814382474
Christopher_of_Bavaria,1416,False,136348,488,43,Кристофер III Баварский,0.48963489329752874
Cecily_Neville,1415,False,198292,782,26,"Невилл, Сесилия",0.47260022664407203
"Louis,_Duke_of_Savoy",1413,False,88948,179,55,Людовик I (герцог Савойи),0.46596675557197625
Catherine_of_Bologna,1413,False,74638,189,50,Екатерина Болонская,0.462129854223076
Isotta_Nogarola,1418,False,90860,90,96,"Ногарола, Изотта",0.4591039037049948
"Frederick_II,_Elector_of_Brandenburg",1413,False,67881,217,39,Фридрих II (курфюрст Бранденбурга),0.4538325129507821
John_II_of_Cyprus,1418,False,92688,224,34,Иоанн II (король Кипра),0.4499076022832194
