link,year,disambiguation,length,pageviews,revisions,title,score
Peter_Paul_Rubens,1577,False,703617,11449,719,"Рубенс, Питер Пауль",0.7363758791010141
Dmitry_Pozharsky,1577,False,222434,9700,666,"Пожарский, Дмитрий Михайлович",0.711300778554556
Caravaggio,1571,False,202752,14091,407,Караваджо,0.6984509836219714
Johannes_Kepler,1571,False,268958,7998,412,"Кеплер, Иоганн",0.6886051880445273
Guy_Fawkes,1570,False,105177,18073,360,"Фокс, Гай",0.6881223284609809
Abbas_I_of_Safavid,1571,False,138984,3295,444,Аббас I Великий,0.6567847330072111
Marie_de'_Medici,1575,False,162411,9599,188,Мария Медичи,0.6485278485606489
John_Donne,1573,False,129255,2559,262,"Донн, Джон",0.626642271473065
Jakob_Böhme,1575,False,194215,1649,292,"Бёме, Якоб",0.6228300768929227
William_Harvey,1578,False,107543,2431,176,"Гарвей, Уильям",0.6050673138401905
"Ferdinand_II,_Holy_Roman_Emperor",1578,False,207786,2110,159,Фердинанд II (император Священной Римской империи),0.6043348307315343
Beatrice_Cenci,1577,False,147894,1075,286,"Ченчи, Беатриче",0.6043127947240788
Philip_III_of_Spain,1578,False,142031,3153,137,Филипп III (король Испании),0.6033954748772125
Ben_Jonson,1572,False,152245,1602,167,"Джонсон, Бен",0.5949293546477957
Meletius_Smotrytsky,1577,False,132854,1275,177,Мелетий (Смотрицкий),0.5889367925367671
Giambattista_Basile,1575,False,87847,2497,93,"Базиле, Джамбаттиста",0.5714827262664172
Gabrielle_d'Estrées,1573,False,84637,1615,93,Габриэль д’Эстре,0.5599336071512951
Christian_IV_of_Denmark_and_Norway,1577,False,96930,644,121,Кристиан IV,0.5468248298331502
Frans_Snyders,1579,False,73034,1294,80,"Снейдерс, Франс",0.5445745296193122
1626,1573,False,166625,459,127,1626 год,0.5427566840737972
Pope_Innocent_X,1574,False,156975,520,112,Иннокентий X,0.5411307569841722
Guido_Reni,1575,False,90418,785,94,"Рени, Гвидо",0.5407674999231901
