link,year,disambiguation,length,pageviews,revisions,title,score
Rashid-al-Din_Hamadani,1247,False,197258,1880,177,Рашид ад-Дин,0.6054090199696042
Philip_III_of_France,1245,False,107724,1491,158,Филипп III Смелый,0.5861387695331366
Pope_John_XXII,1249,False,151177,925,120,Иоанн XXII,0.5628020818367271
Alexander_III_of_Scotland,1241,False,113742,976,85,Александр III (король Шотландии),0.544659728379006
Peter_III_of_Aragon,1240,False,129447,362,97,Педро III (король Арагона),0.5202302018275445
Charles_II_of_Naples,1248,False,89225,384,86,Карл II Анжуйский,0.5134627466754501
1332,1244,False,97470,288,105,1332 год,0.512512344801917
Pope_Benedict_XI,1240,False,133147,266,77,Бенедикт XI,0.499095239754265
Sigerus_of_Brabant,1240,False,56357,306,70,Сигер Брабантский,0.49201805986580416
Albert_the_Degenerate,1240,False,92989,375,55,Альбрехт II (маркграф Мейсена),0.4917173822818377
"Isabella_of_Aragon,_Queen_of_France",1248,False,70740,601,41,Изабелла Арагонская (королева Франции),0.4870461159043968
Eric_V_of_Denmark,1249,False,90115,312,46,Эрик V (король Дании),0.47641134855951583
Little_Saint_Hugh_of_Lincoln,1246,False,54797,372,45,Хью Линкольнский,0.4763650923451588
Eleanor_of_Castile_(1241–1290),1241,False,79119,601,32,Элеонора Кастильская (королева Англии),0.4730410128839589
Zhang_San_Feng,1247,False,69725,346,42,Чжан Саньфэн,0.4726220306326341
"Frederick_I,_Margrave_of_Baden",1249,False,67025,194,60,Фридрих I (маркграф Бадена),0.4705426620918854
"Constance_of_Sicily,_Queen_of_Aragon",1249,False,193803,168,48,Констанция Сицилийская (королева Арагона),0.46294659829844015
George_Pachymeres,1242,False,90181,165,41,Георгий Пахимер,0.4491622336701197
"Robert_II,_Duke_of_Burgundy",1248,False,130663,160,37,Роберт II (герцог Бургундии),0.445513830307261
Robert_III_of_Flanders,1249,False,88684,172,36,Роберт III (граф Фландрии),0.443914513038306
"Gilbert_de_Clare,_7th_Earl_of_Gloucester",1243,False,134197,128,38,"Гилберт де Клер, 7-й граф Глостер",0.43887232983983704
Amadeus_V_of_Savoy,1249,False,72197,117,44,Амадей V,0.4380637612399003
Giles_of_Rome,1247,False,83530,107,43,Эгидий Римский,0.43454396915617155
Emperor_Go-Fukakusa,1243,False,151834,148,30,Император Го-Фукакуса,0.432650926755221
James_II_of_Majorca,1243,False,89578,118,34,Хайме II (король Мальорки),0.4276700734738327
"John_II,_Count_of_Hainaut",1247,False,88562,139,28,Жан II д’Авен,0.42329822717314886
Edmund_Crouchback,1245,False,76835,249,21,"Эдмунд Горбатый, 1-й граф Ланкастер",0.42287481108704894
"Humphrey_de_Bohun,_3rd_Earl_of_Hereford",1249,False,164492,84,30,"Богун, Хамфри де, 3-й граф Херефорд",0.41211867470756325
Blanche_of_Artois,1248,False,57527,232,18,Бланка д’Артуа,0.4088540580413025
Beatrice_of_Castile_(1242–1303),1242,False,58676,125,24,Беатриса Кастильская (жена Афонсу III),0.4085537832730106
Menachem_Meiri,1249,False,64944,58,37,"Меири, Менахем",0.4005209461495935
"Boniface,_Count_of_Savoy",1245,False,53065,94,21,Бонифаций I (граф Савойи),0.3909202266798659
"Henry_I,_Landgrave_of_Hesse",1244,False,60418,96,20,Генрих I (ландграф Гессена),0.38966415289673645
Abulafia,1240,False,51747,151,15,Абулафия,0.3844560911950647
"John_FitzAlan,_7th_Earl_of_Arundel",1246,False,101689,62,10,"Фицалан, Джон, 7-й граф Арундел",0.334118642630355
Prince_Munetaka,1242,False,109266,77,5,Мунэтака-синно,0.2804178161365781
Emperor_Kameyama,1249,False,150192,188,4,Император Камэяма,0.26939104947244497
Peter_Olivi,1248,False,133543,0,6,"Оливи, Пётр Иоанн",0.11198921463296115
Sophia_of_Denmark,1241,,1,1,1,?,0.05448825167540282
Margaret_of_England,1240,,1,1,1,?,0.05448825167540282
"Patrick_IV,_Earl_of_March",1242,,1,1,1,?,0.05448825167540282
Sang_Sapurba,1245,,1,1,1,?,0.05448825167540282
Agnes_Blannbekin,1244,,1,1,1,?,0.05448825167540282
Angelo_da_Clareno,1247,,1,1,1,?,0.05448825167540282
"Alix_of_Brittany,_Dame_de_Pontarcy",1243,,1,1,1,?,0.05448825167540282
Christina_von_Stommeln,1242,,1,1,1,?,0.05448825167540282
Jutta_of_Denmark,1246,,1,1,1,?,0.05448825167540282
Giovanna_da_Signa,1245,,1,1,1,?,0.05448825167540282
