link,year,disambiguation,length,pageviews,revisions,title,score
"Charles_V,_Holy_Roman_Emperor",1500,False,502677,26800,1403,Charles Quint,0.7821199280637037
Nostradamus,1503,False,222397,19584,1523,Nostradamus,0.7624202039987762
John_Calvin,1509,False,327663,10753,1113,Jean Calvin,0.7404372547478189
Anne_Boleyn,1501,False,183728,18755,706,Anne Boleyn,0.7279535499488151
Anne_Boleyn,1507,False,183728,18755,706,Anne Boleyn,0.7279535499488151
Mary_of_Hungary_(governor_of_the_Netherlands),1505,False,436398,965,1016,Marie de Hongrie (1505-1558),0.6567336354134685
Andrea_Palladio,1508,False,146114,2605,483,Andrea Palladio,0.6534555723551232
Francis_Xavier,1506,False,112570,3055,360,François Xavier,0.6431236450992045
Parmigianino,1503,False,162268,1654,488,Parmigianino,0.6402783766481295
Jane_Seymour,1508,False,73852,6152,209,Jeanne Seymour,0.6318866995090259
Benvenuto_Cellini,1500,False,111867,2033,310,Benvenuto Cellini,0.6247022464076406
"Ferdinand_I,_Holy_Roman_Emperor",1503,False,313023,1109,316,Ferdinand Ier (empereur des Romains),0.6180834568713285
Pope_Pius_V,1504,False,164430,1479,249,Pie V,0.6107223444684428
Gerolamo_Cardano,1501,False,111313,1283,304,Girolamo Cardano,0.6090755815174957
Étienne_Dolet,1509,False,82727,1597,247,Étienne Dolet,0.6039817714797633
Pope_Gregory_XIII,1502,False,133323,1642,185,Grégoire XIII,0.5986848005633884
"Blaise_de_Lasseran-Massencôme,_seigneur_de_Montluc",1502,False,105712,819,313,Blaise de Monluc,0.5939258552220593
Agnolo_di_Cosimo,1503,False,96514,1374,205,Bronzino,0.5936460189801096
Francesco_Primaticcio,1504,False,114446,996,215,Le Primatice,0.5873571679226265
Isabella_of_Portugal,1503,False,97652,1392,171,Isabelle de Portugal (1503-1539),0.5864055999791368
Cuauhtémoc,1502,False,69701,1130,188,Cuauhtémoc,0.5797880768376537
Fernando_Alvarez_de_Toledo,1507,False,87339,790,191,Ferdinand Alvare de Tolède,0.5715785722477315
Henry_II_of_Navarre,1503,False,143687,631,179,Henri II (roi de Navarre),0.566838201147687
Pope_Marcellus_II,1501,False,120434,844,145,Marcel II,0.565960593413682
Reginald_Pole,1500,False,207062,491,189,Reginald Pole,0.5635626361361092
Louis_II_of_Hungary_and_Bohemia,1506,False,221783,551,165,Louis II de Hongrie,0.5631210077196382
Robert_Estienne,1503,False,79602,648,151,Robert Estienne,0.5542648152110229
Christian_III_of_Denmark_and_Norway,1503,False,166664,576,127,Christian III de Danemark,0.5507828241316564
Isabella_of_Burgundy,1501,False,221998,482,133,Isabelle d'Autriche,0.5492293274473334
Anne_of_Bohemia_and_Hungary,1503,False,175747,615,114,Anne Jagellon,0.5487385086728553
"Catherine_of_Austria,_Queen_of_Portugal",1507,False,201319,519,92,Catherine de Castille,0.5343998348693227
John_III_of_Portugal,1502,False,146697,325,143,Jean III (roi de Portugal),0.5333746303587896
Peter_Faber,1506,False,97725,354,139,Pierre Favre (jésuite),0.5315591548408313
Jean_Daurat,1508,False,57018,646,92,Jean Dorat,0.5288058415647361
Pieter_Coecke_van_Aelst,1502,False,76069,323,143,Pieter Coecke van Aelst,0.5265960342092214
Ippolito_II_d'Este,1509,False,70709,403,116,Hippolyte d'Este,0.5256827312651542
Giacomo_Barozzi_da_Vignola,1507,False,66245,354,116,Jacopo Barozzi da Vignola,0.5203623241788027
Johannes_Sturm,1507,False,104793,252,139,Jean Sturm,0.5189432801978316
"John_Frederick_I,_Elector_of_Saxony",1503,False,112616,355,98,Jean-Frédéric Ier de Saxe,0.5186730256168582
"Philip_I,_Landgrave_of_Hesse",1504,False,66065,344,110,Philippe Ier de Hesse,0.5171391799921684
Jacques_Arcadelt,1507,False,91355,270,122,Jacques Arcadelt,0.515402310986039
Guillaume_Le_Testu,1509,False,54384,311,106,Guillaume Le Testu,0.5099713502947076
"Pier_Luigi_Farnese,_Duke_of_Parma",1503,False,90119,179,159,Pierre-Louis Farnèse,0.5078232817721259
Miguel_López_de_Legazpi,1502,False,73415,269,103,Miguel López de Legazpi,0.5064468085800263
Guillaume_Rondelet,1507,False,114791,297,85,Guillaume Rondelet,0.5062054673090897
Wu_Cheng'en,1500,False,53754,327,86,Wu Cheng'en,0.5029206624529986
"Federico_II_Gonzaga,_Duke_of_Mantua",1500,False,73876,389,70,Frédéric II de Mantoue,0.502612821262406
Philibert_of_Chalon,1502,False,54445,244,109,Philibert de Chalon,0.5020192972438259
Elizabeth_Blount,1502,False,55946,782,48,Elizabeth Blount,0.5007885006446332
Pedro_Nunes,1502,False,72631,281,85,Pedro Nunes,0.49998396447607474
George_Buchanan,1506,False,66635,197,121,George Buchanan (humaniste),0.49942423712815487
René_de_Birague,1506,False,76440,199,98,René de Birague,0.49314622647283884
Leonhart_Fuchs,1501,False,76988,286,69,Leonhart Fuchs,0.49194502626823805
Heinrich_Bullinger,1504,False,63387,216,89,Heinrich Bullinger,0.4908052758242572
John_of_Leiden,1509,False,52808,316,64,Jean de Leyde,0.4883618145305099
"Ercole_II_d'Este,_Duke_of_Ferrara",1508,False,64559,473,48,Hercule II d'Este,0.4883593035280935
Gonzalo_Jiménez_de_Quesada,1509,False,65525,270,66,Gonzalo Jiménez de Quesada,0.4864515394769575
John_of_Ávila,1500,False,75696,231,71,Jean d'Avila,0.4854392770465568
Pietro_Andrea_Mattioli,1501,False,60051,210,71,Pierandrea Mattioli,0.4798576773647778
Gemma_Frisius,1508,False,59731,156,77,Gemma Frisius,0.4716832040201581
Elizabeth_Barton,1506,False,45446,164,74,Elizabeth Barton,0.4696412239986805
"Joachim_II_Hector,_Elector_of_Brandenburg",1505,False,55687,194,59,Joachim II Hector de Brandebourg,0.46820027568871575
"Beatrice_of_Portugal,_Duchess_of_Savoy",1504,False,60042,188,58,Béatrice de Portugal (1504-1538),0.4669407294144111
Anthony_Maria_Zaccaria,1502,False,55953,161,67,Antoine-Marie Zaccaria,0.46670273235310344
Guillaume_Bigot,1502,False,81518,95,112,Guillaume Bigot,0.46602051152011364
Garcia_de_Orta,1501,False,66888,144,70,Garcia de Orta,0.46559324645382705
Giovanni_della_Casa,1503,False,63775,133,72,Giovanni Della Casa,0.46307901010780755
Dawit_II_of_Ethiopia,1501,False,56268,128,68,David II d'Éthiopie,0.45819149980900103
Solomon_Molcho,1500,False,38831,200,46,Salomon Molkho,0.45466327558851055
Louis_de_Blois,1506,False,88150,86,86,Louis de Blois-Châtillon,0.452904962196679
Damião_de_Góis,1502,False,58897,128,59,Damião de Góis,0.45278671520860764
Charles_Dumoulin,1500,False,49382,244,35,Charles Dumoulin,0.44928011287963093
Aegidius_Tschudi,1505,False,55086,81,84,Aegidius Tschudi,0.4456300558530019
Primož_Trubar,1508,False,42567,124,54,Primož Trubar,0.4451721281694359
Guru_Angad,1504,False,61231,97,63,Guru Angad,0.44415770848177233
Tomé_de_Sousa,1503,False,39322,131,45,Tomé de Sousa,0.43870738403040593
Christopher_Tye,1505,False,51915,99,55,Christopher Tye,0.4383794382149196
"Philip_II,_Metropolitan_of_Moscow",1507,False,41246,129,43,Philippe II de Moscou,0.4364680785639196
"Anne_de_Laval,_Viscountess_of_Thouars",1505,False,52193,103,50,Anne de Laval (1505-1554),0.4361343049956189
"Louis_II,_Count_Palatine_of_Zweibrücken",1502,False,50666,177,31,Louis II de Bavière (1502-1532),0.43285308416110885
Girolamo_da_Carpi,1501,False,55034,75,61,Girolamo da Carpi,0.430658795810566
Bernardino_Telesio,1509,False,54846,110,40,Bernardino Telesio,0.4293346654765207
Alvise_I_Mocenigo,1507,False,65872,85,49,Alvise Ier Mocenigo,0.42897182979226267
"Otto_Henry,_Elector_Palatine",1502,False,50015,127,35,Othon-Henri du Palatinat,0.4276811265331349
Shin_Saimdang,1504,False,61262,113,37,Sin Saimdang,0.427532099387378
Annibale_Caro,1507,False,51519,83,48,Annibal Caro,0.4253440107367023
Vidus_Vidius,1509,False,92977,98,36,Guido Guidi,0.4235978035309751
Pietro_Carnesecchi,1508,False,81758,53,75,Pietro Carnesecchi,0.42358374053396924
Alonso_de_Orozco_Mena,1500,False,80267,61,61,Alonso de Orozco,0.42352775176730756
Giovanni_Battista_Giraldi,1504,False,53468,126,32,Giovanni Battista Giraldi,0.4234404899711738
Nicholas_Bourbon_(the_elder),1503,False,54851,140,29,Nicolas Bourbon (1503-1550),0.4221619369603695
Cristofano_Gherardi,1508,False,61291,57,68,Cristoforo Gherardi,0.4221113987586844
