link,year,disambiguation,length,pageviews,revisions,title,score
Empress_Matilda,1102,False,208598,2580,354,Mathilde l'Emperesse,0.6458387734193336
Afonso_I_of_Portugal,1109,False,132947,1141,255,Alphonse Ier (roi de Portugal),0.6005498769417237
Pope_Alexander_III,1105,False,143353,886,209,Alexandre III (pape),0.5849133949719469
Ibn_Tufail,1105,False,118384,884,133,Ibn Tufayl,0.5634375898000558
Melisende_of_Jerusalem,1105,False,154649,493,128,Mélisende de Jérusalem,0.5449230276614088
Alfonso_VII_of_León,1105,False,64750,483,161,Alphonse VII de León et Castille,0.5442597803073181
Alphonse_I_of_Toulouse,1103,False,82070,428,135,Alphonse Jourdain,0.5355858546082863
Pope_Celestine_III,1106,False,114017,413,116,Célestin III,0.5314214648394037
William_Clito,1102,False,128431,451,93,Guillaume Cliton,0.5259735748273914
Matilda_of_Boulogne,1105,False,85673,356,102,Mathilde de Boulogne,0.5178491102631461
"Baldwin_IV,_Count_of_Hainaut",1108,False,47820,389,68,Baudouin IV de Hainaut,0.4969857228971051
Bohemund_II_of_Antioch,1108,False,65458,245,83,Bohémond II d'Antioche,0.4929790306247801
Harald_IV_of_Norway,1103,False,80057,132,156,Harald IV de Norvège,0.49226274986168705
William_Adelin,1103,False,59553,361,57,Guillaume Adelin,0.4882667108678362
Adeliza_of_Louvain,1103,False,182537,193,64,Adélaïde de Louvain,0.4812334415808895
Emperor_Toba,1103,False,90897,156,70,Toba (empereur),0.4713314782193873
Henry_II_of_Austria,1107,False,75342,178,52,Henri II d'Autriche,0.4618633702627438
"Robert_de_Beaumont,_2nd_Earl_of_Leicester",1104,False,85096,164,53,Robert II de Beaumont,0.46066138566728027
Minamoto_no_Yorimasa,1106,False,43009,221,34,Minamoto no Yorimasa,0.4435312461895729
"Leopold_IV,_Duke_of_Bavaria",1108,False,56492,108,39,Léopold Ier de Bavière,0.42768405999640374
Eleanor_of_Champagne,1104,False,39836,141,31,Éléonore de Blois,0.4235372478408113
Emperor_Gaozong_of_Song,1107,False,75793,128,28,Song Gaozong,0.41945874174055964
Yue_Fei,1103,False,43260,227,22,Yue Fei,0.4192895121036751
Emperor_Qinzong,1100,False,73184,94,20,Song Qinzong,0.39007358090099503
Biddenden_Maids,1100,False,38585,83,22,Demoiselles de Biddenden,0.3871353751059807
Helena_of_Skövde,1101,False,39515,53,19,Hélène de Skövde,0.36308467324793015
Héloïse_d'Argenteuil,1100,False,461957,0,1317,Héloïse (abbesse),0.13373961829767844
"Gilbert_de_Clare,_1st_Earl_of_Pembroke",1100,,1,1,1,?,0.05448825167540282
Empress_Xing,1106,,1,1,1,?,0.05448825167540282
Queen_Gongye,1109,,1,1,1,?,0.05448825167540282
