link,year,disambiguation,length,pageviews,revisions,title,score
Thomas_Aquinas,1225,False,476281,13699,1873,Thomas d'Aquin,0.7727821130238353
Michael_VIII_Palaiologos,1225,False,266771,842,623,Michel VIII Paléologue,0.6298465020337702
Nichiren,1222,False,271724,1015,485,Nichiren,0.6289637323652592
Alexander_Nevsky,1220,False,74533,2221,255,Alexandre Nevski,0.6137521200074697
Margaret_of_Provence,1221,False,111220,1681,238,Marguerite de Provence,0.6079536585487408
Bonaventure,1221,False,144821,923,249,Bonaventure de Bagnoregio,0.5934041117732988
Alfonso_X_of_Castile,1221,False,79529,1328,204,Alphonse X de Castille,0.5899038711161955
"Alphonse,_Count_of_Poitiers",1220,False,211579,837,194,Alphonse de Poitiers,0.5842318169739211
Eleanor_of_Provence,1223,False,107078,938,152,Éléonore de Provence,0.5700898802831161
Baibars,1223,False,78870,924,157,Baybars,0.567411476508785
Pope_Nicholas_IV,1227,False,122404,457,117,Nicolas IV,0.5360890053254344
Charles_I_of_Naples,1227,False,290535,129,378,Charles Ier d'Anjou,0.5282076907741133
Conrad_IV_of_Germany,1228,False,214735,252,142,Conrad IV de Hohenstaufen,0.5262928560418622
Isabelle_of_France_(saint),1225,False,179837,461,80,Isabelle de France (1225-1270),0.5227611824354363
Bar_Hebraeus,1226,False,76001,138,236,Bar Hebraeus,0.5065282709473754
Llywelyn_ap_Gruffudd,1223,False,62232,355,65,Llywelyn le Dernier,0.4944849065315611
"Joan,_Countess_of_Toulouse",1220,False,51107,360,66,Jeanne de Toulouse,0.4937547009982706
"William_II,_Count_of_Holland",1227,False,173513,111,126,"Guillaume II, comte de Hollande",0.48338731988099165
"Louis_II,_Duke_of_Bavaria",1229,False,66707,327,53,Louis II de Bavière (1229-1294),0.48255135563548346
Bolesław_V_the_Chaste,1226,False,169813,169,64,Boleslas V le Pudique,0.4755127735244351
Kinga_of_Poland,1224,False,165214,215,52,Kinga de Pologne,0.47476509900581443
Salimbene_di_Adam,1221,False,65381,199,62,Salimbene de Adam,0.47272193747222047
Emperor_Go-Saga,1220,False,91808,157,70,Go-Saga,0.4716682315320892
David_VI_Narin,1225,False,61457,102,108,David VI de Géorgie,0.46585755888272856
Sanchia_of_Provence,1228,False,55956,255,44,Sancie de Provence,0.46367406055185195
"Hethum_I,_King_of_Armenia",1226,False,53159,118,75,Héthoum Ier d'Arménie,0.45813005206129204
Bolesław_the_Pious,1221,False,173422,104,58,Boleslas le Pieux,0.4512986590029085
Yaroslav_of_Russia,1220,False,36855,81,35,Iaroslav III de Vladimir,0.4084625103012333
Andrei_II_of_Russia,1222,False,36393,68,41,André II de Vladimir,0.4078731497291436
Gertrude_of_Austria,1226,False,52903,67,34,Gertrude de Babenberg,0.4018775325111748
Thomas_Ercildoun,1220,False,33842,100,24,Thomas le Rhymer,0.39735285727968395
Przemysł_I_of_Poland,1220,False,54625,60,33,Przemysl Ier de Grande-Pologne,0.39608171889377747
"Walter_de_Burgh,_1st_Earl_of_Ulster",1220,False,46621,41,27,Walter de Burgh,0.36965238186772115
"Elisabeth_of_Bavaria,_Queen_of_Germany",1227,False,111118,121,10,Élisabeth de Bavière (1227-1273),0.35282877576506994
"Richard_de_Clare,_6th_Earl_of_Gloucester",1222,False,51733,0,11,Richard de Clare (6e comte de Gloucester),0.1178091008551117
Shihab_al-Din_al-Qarafi,1228,,1,1,1,?,0.05448825167540282
"John_FitzAlan,_6th_Earl_of_Arundel",1223,,1,1,1,?,0.05448825167540282
"Hugh_le_Despencer,_1st_Baron_le_Despencer",1223,,1,1,1,?,0.05448825167540282
Queen_Jeongsun_(Wonjong),1222,,1,1,1,?,0.05448825167540282
