link,year,disambiguation,length,pageviews,revisions,title,score
Ferdinand_III_of_Castile,1198,False,304626,12957,1164,Fernando III de Castilla,0.7463318813479878
Anthony_of_Padua,1195,False,143968,20873,804,Antonio de Padua,0.7316842884749406
Clare_of_Assisi,1194,False,90606,8004,373,Clara de Asís,0.6676792362627966
Albertus_Magnus,1193,False,68521,7046,351,Alberto Magno,0.6572762399391753
"Frederick_II,_Holy_Roman_Emperor",1194,False,132878,3885,343,Federico II Hohenstaufen,0.6505145510510997
Ertugrul,1198,False,40631,326,74,Ertuğrul,0.49340220404395485
Vincent_of_Beauvais,1190,False,46452,270,69,Vincent de Beauvais,0.4852183117301272
Alexander_II_of_Scotland,1198,False,45719,284,55,Alejandro II de Escocia,0.47634123633879794
Tolui,1192,False,32564,649,32,Tolui,0.4669954197545805
"Raymond_VII,_Count_of_Toulouse",1197,False,41291,205,53,Raimundo VII de Tolosa,0.4626738066573492
Juliana_of_Liège,1193,False,41937,174,49,Juliana de Cornillon,0.45344554488984695
Yaroslav_II_of_Vladimir,1191,False,48414,188,42,Yaroslav II de Nóvgorod,0.4500476896666407
Maria_of_Montferrat,1192,False,39755,236,34,María de Montferrato,0.4449032129282194
"Amadeus_IV,_Count_of_Savoy",1197,False,33164,121,33,Amadeo IV de Saboya,0.41998212643500965
"Joan,_Countess_of_Flanders",1199,False,47480,104,31,Juana de Constantinopla,0.41412036641594646
Guttorm_of_Norway,1199,False,34422,86,34,Guttorm I de Noruega,0.4090205324528595
"Peter_I,_Duke_of_Brittany",1190,False,40110,69,40,Pedro I de Bretaña,0.408176125221312
Emperor_Tsuchimikado,1196,False,45633,100,24,Tsuchimikado Tennō,0.3993625190337329
Emperor_Juntoku,1197,False,49576,61,28,Juntoku Tennō,0.38884646487327285
Minamoto_no_Sanetomo,1192,False,36803,72,19,Minamoto no Sanetomo,0.3739557402872079
Stefan_Radoslav,1192,False,45004,37,25,Esteban Radoslav de Serbia,0.3614755321312262
Henri_de_Dreux,1193,False,26933,33,24,Enrique de Braisne,0.35162903580380933
William_III_of_Sicily,1190,False,34678,105,9,Guillermo III de Sicilia,0.33565554669003705
"Margaret_of_Scotland,_Countess_of_Kent",1193,False,82374,46,11,"Margarita de Escocia, condesa de Kent",0.33010656908242
"Maria_of_Brabant,_Holy_Roman_Empress",1190,False,92549,70,9,"María de Brabante, emperatriz",0.32951569956095206
Alice_of_Champagne,1196,False,32902,66,7,Alicia de Champaña,0.3039876913731719
Sybilla_of_Lusignan,1198,False,23610,34,5,Sibila de Lusignan,0.25812882159933476
"Joan_I,_Countess_of_Burgundy",1191,False,27379,47,3,Juana I de Borgoña,0.21130057060665222
"Theobald_I,_Duke_of_Lorraine",1191,False,31655,40,2,Teobaldo I de Lorena,0.15207469104779342
Princess_Rishi,1197,,1,1,1,?,0.05448825167540282
Altheides,1193,,1,1,1,?,0.05448825167540282
Giorgi_IV_Lasha,1192,,1,1,1,?,0.05448825167540282
Isobel_of_Huntingdon,1199,,1,1,1,?,0.05448825167540282
Frederick_of_Isenberg,1193,,1,1,1,?,0.05448825167540282
"Roger_de_Quincy,_2nd_Earl_of_Winchester",1195,,1,1,1,?,0.05448825167540282
Syed_Jalaluddin_Bukhari,1192,,1,1,1,?,0.05448825167540282
Jalaluddin_Surkh-Posh_Bukhari,1199,,1,1,1,?,0.05448825167540282
"William_de_Ferrers,_5th_Earl_of_Derby",1193,,1,1,1,?,0.05448825167540282
Princess_Shōshi_(1195–1211),1195,,1,1,1,?,0.05448825167540282
