link,year,disambiguation,length,pageviews,revisions,title,score
Sigmund_Freud,1856,False,222605,109800,3936,Sigmund Freud,0.8406643892552157
Nikola_Tesla,1856,False,252514,140388,2953,Nikola Tesla,0.8388766122958684
Vincent_van_Gogh,1853,False,309667,91165,3339,Vincent van Gogh,0.837371435280856
Oscar_Wilde,1854,False,263092,52518,2906,Oscar Wilde,0.8151171763687469
Antoni_Gaudí,1852,False,454769,41336,2354,Antoni Gaudí,0.8117607883284093
José_Martí,1853,False,210367,58304,1860,José Martí,0.7969390832514374
Hipólito_Yrigoyen,1852,False,366535,31231,1305,Hipólito Yrigoyen,0.7779058716636877
Santiago_Ramón_y_Cajal,1852,False,181634,27316,1646,Santiago Ramón y Cajal,0.7703923418220348
J._J._Thomson,1856,False,94995,41041,1725,Joseph John Thomson,0.769211477443516
Arthur_Conan_Doyle,1859,False,141159,24124,1684,Arthur Conan Doyle,0.7630595054190483
Robert_Louis_Stevenson,1850,False,117346,19072,1539,Robert Louis Stevenson,0.7500205981507249
Alfonso_XII_of_Spain,1857,False,169856,23465,866,Alfonso XII de España,0.7405750231618944
Frederick_Winslow_Taylor,1856,False,75046,43702,783,Frederick Winslow Taylor,0.7353717177237878
Juan_Vicente_Gómez,1857,False,81188,27556,958,Juan Vicente Gómez,0.7344987114507752
Wilhelm_II_of_Germany,1859,False,220958,17789,783,Guillermo II de Alemania,0.7340071949988807
Robert_Baden-Powell,1857,False,195707,10244,1225,Robert Baden-Powell,0.7339676821245138
Theodore_Roosevelt,1858,False,158194,25224,693,Theodore Roosevelt,0.7318608242377865
Max_Planck,1858,False,119215,19806,743,Max Planck,0.7237829018129442
Victoriano_Huerta,1854,False,87474,21067,761,Victoriano Huerta,0.7204946979887824
Arthur_Rimbaud,1854,False,123349,15184,717,Arthur Rimbaud,0.7162995555033843
Charles_Taze_Russell,1852,False,125620,7946,984,Charles Taze Russell,0.7110629425862168
Julian_calendar,1859,False,105113,20474,560,Calendario juliano,0.7105772448455928
Guy_de_Maupassant,1850,False,131170,11102,676,Guy de Maupassant,0.7068777166468038
Woodrow_Wilson,1856,False,107282,16035,518,Woodrow Wilson,0.7017807642326058
Giacomo_Puccini,1858,False,134316,8413,665,Giacomo Puccini,0.6991325478374006
Edmund_Husserl,1859,False,124751,12483,524,Edmund Husserl,0.698656540009357
George_Bernard_Shaw,1856,False,605131,8678,373,George Bernard Shaw,0.6973884183170583
Ferdinand_de_Saussure,1857,False,91456,15586,499,Ferdinand de Saussure,0.6967126724094131
José_Batlle_y_Ordóñez,1856,False,109076,6772,785,José Batlle y Ordóñez,0.6958179767014612
Billy_The_Kid,1859,False,94741,12423,493,Billy the Kid,0.6912898775829337
Maria_Christina_of_Austria,1858,False,143116,10952,433,María Cristina de Habsburgo-Lorena,0.6894399098208782
Georges_Seurat,1859,False,88740,9542,553,Georges Pierre Seurat,0.688178122599612
Heinrich_Hertz,1857,False,84197,10196,516,Heinrich Rudolf Hertz,0.6861739017786497
José_Guadalupe_Posada,1852,False,74471,9728,548,José Guadalupe Posada,0.6852473988645594
Pope_Pius_XI,1857,False,148107,6255,526,Pío XI,0.6831706603812658
Svante_Arrhenius,1859,False,81178,7986,547,Svante August Arrhenius,0.6815371499649662
1911,1851,False,134506,5397,568,1911,0.6804897823958508
Pope_Benedict_XV,1854,False,235176,4245,537,Benedicto XV,0.6795550239943523
Henri_Becquerel,1852,False,83155,10391,431,Henri Becquerel,0.6789650477630839
Edward_Elgar,1857,False,385605,2612,652,Edward Elgar,0.6780748539103688
John_Dewey,1859,False,88819,16620,313,John Dewey,0.6768987858772186
Joseph_Conrad,1857,False,130872,6880,420,Joseph Conrad,0.6746095306032575
Pierre_Curie,1859,False,88315,8826,387,Pierre Curie,0.6713118408676823
Philippe_Pétain,1856,False,124481,6695,388,Philippe Pétain,0.6697483271100242
Henri_Bergson,1859,False,117784,6938,365,Henri Bergson,0.6672139380296879
Edward_Smith_(sea_captain),1850,False,186077,3561,489,Edward Smith,0.6671504193244919
Henri_Poincaré,1854,False,133461,5170,335,Henri Poincaré,0.6575391919018992
Francesc_Macià,1859,False,109763,3409,449,Francesc Macià,0.6547428952363177
Teresa_Carreño,1853,False,89986,4622,339,Teresa Carreño,0.6490687527942754
José_Canalejas,1854,False,153477,3620,311,José Canalejas,0.6463850848737344
William_Howard_Taft,1857,False,97434,5509,240,William Howard Taft,0.639721381680285
Rudolf_Diesel,1858,False,65143,5335,265,Rudolf Diesel,0.6372550585253366
Bernardo_Reyes,1850,False,64819,3585,328,Bernardo Reyes,0.6356418109370543
Emmeline_Pankhurst,1858,False,227298,4340,193,Emmeline Pankhurst,0.6346911726909767
L._L._Zamenhof,1859,False,95016,2028,417,L. L. Zamenhof,0.6337751801817992
Doc_Holliday,1851,False,167362,5191,170,Doc Holliday,0.6290535510738651
Alfred_Binet,1857,False,78496,5299,203,Alfred Binet,0.627775743484405
Eugen_Goldstein,1850,False,53541,4468,249,Eugen Goldstein,0.6269256522138779
Selma_Lagerlöf,1858,False,118925,1869,340,Selma Lagerlöf,0.6265456384696844
Cecil_Rhodes,1853,False,78770,3278,259,Cecil Rhodes,0.6262506456509649
Georgi_Plekhanov,1856,False,349229,1227,301,Gueorgui Plejánov,0.620982393005878
Princess_Beatrice_of_the_United_Kingdom,1857,False,204798,2154,224,Beatriz del Reino Unido,0.6205874871150552
Knut_Hamsun,1859,False,110773,2748,217,Knut Hamsun,0.6183868783356666
Hendrik_Lorentz,1853,False,101590,2621,223,Hendrik Antoon Lorentz,0.6170915165797068
Robert_Peary,1856,False,119885,3170,180,Robert Peary,0.6147668153468183
Sofia_Kovalevskaya,1850,False,78943,2149,245,Sofia Kovalévskaya,0.611933279038248
Paul_Ehrlich,1854,False,84950,3389,170,Paul Ehrlich,0.6092081570517374
Emperor_Meiji,1852,False,62222,2259,235,Meiji Tennō,0.608260209997918
Alice_Pleasance_Liddell,1852,False,82461,3760,156,Alice Liddell,0.6073089464675657
Franz_Boas,1858,False,76721,3188,173,Franz Boas,0.6070461506378493
Jacobus_Henricus_van_'t_Hoff,1852,False,78102,2034,204,Jacobus Henricus van 't Hoff,0.6023994190727974
George_Eastman,1854,False,55461,3520,159,George Eastman,0.6010264342126
Leoš_Janáček,1854,False,148223,943,268,Leoš Janáček,0.597279963833827
Jean_Jaurès,1859,False,82554,2258,167,Jean Jaurès,0.5971545762371783
John_Singer_Sargent,1856,False,188183,1820,151,John Singer Sargent,0.5964549708474302
L._Frank_Baum,1856,False,113837,2325,145,L. Frank Baum,0.5954069793620234
"Napoléon,_Prince_Imperial",1856,False,110268,1749,156,Napoleón Eugenio Luis Bonaparte,0.5905036382259892
Errico_Malatesta,1853,False,84290,2758,126,Errico Malatesta,0.5892053363380587
Albert_Abraham_Michelson,1852,False,87267,1559,174,Albert Abraham Michelson,0.5891488553636436
Yuan_Shikai,1859,False,125013,1325,174,Yuan Shikai,0.5886602169328884
Gustaf_V_of_Sweden,1858,False,140325,1412,159,Gustavo V de Suecia,0.5879395575777778
Karl_Pearson,1857,False,63812,2259,145,Karl Pearson,0.5871851566712454
Booker_T._Washington,1856,False,115955,997,210,Booker T. Washington,0.5865951293328018
Giuseppe_Peano,1858,False,74300,1532,174,Giuseppe Peano,0.5865680639192037
Alfred_Dreyfus,1859,False,60262,1881,156,Alfred Dreyfus,0.5848191200620088
Grand_Duchess_Maria_Alexandrovna_of_Russia,1853,False,127253,1203,169,María Aleksándrovna de Rusia,0.584588383073174
Ferdinand_Tönnies,1855,False,80324,2281,124,Ferdinand Tönnies,0.5828942766915143
Emil_von_Behring,1854,False,71091,1456,159,Emil Adolf von Behring,0.5805429801048925
Hermann_Emil_Fischer,1852,False,74427,1519,150,Hermann Emil Fischer,0.5797508396135845
Tomáš_Garrigue_Masaryk,1850,False,87210,1618,138,Tomáš Masaryk,0.5797034517749582
James_George_Frazer,1854,False,63935,1642,146,James George Frazer,0.5787960360540361
Eduard_Bernstein,1850,False,64442,2155,123,Eduard Bernstein,0.5781968829537543
William_Ramsay,1852,False,79873,1490,140,William Ramsay,0.5769344298390564
Mihai_Eminescu,1850,False,84767,750,205,Mihai Eminescu,0.5722411138905836
Wilhelm_Ostwald,1853,False,80678,1270,136,Wilhelm Ostwald,0.571087090596916
Emile_Berliner,1851,False,66297,1719,119,Emile Berliner,0.5709461213039015
Konstantin_Tsiolkovsky,1857,False,70050,1107,154,Konstantín Tsiolkovski,0.5707664207613063
Marieta_de_Veintemilla,1855,False,99575,1502,110,Marieta de Veintimilla,0.5683079757938891
Ferdinand_Foch,1851,False,55387,1835,113,Ferdinand Foch,0.5679025108121185
"Prince_Arthur,_Duke_of_Connaught_and_Strathearn",1850,False,125623,903,138,Arturo de Sajonia-Coburgo-Gotha,0.5664190508595313
John_Philip_Sousa,1854,False,61368,1185,127,John Philip Sousa,0.5625953013519145
"Prince_Leopold,_Duke_of_Albany",1853,False,108137,1208,101,Leopoldo de Albany,0.5588823293715915
Arthur_Evans,1851,False,62726,921,136,Arthur Evans,0.5583659792071768
