link,year,disambiguation,length,pageviews,revisions,title,score
Edward_I_of_England,1239,False,398263,103129,3134,Edward I of England,0.843266658833407
Shri_Madhvacharya,1238,False,249603,8415,1207,Madhvacharya,0.7316972739818579
Pope_Boniface_VIII,1235,False,261870,9354,920,Pope Boniface VIII,0.7255577903868919
Nizamuddin_Auliya,1238,False,101005,17953,883,Nizamuddin Auliya,0.7250914154516487
Ramon_Llull,1232,False,174916,7379,688,Ramon Llull,0.7010846242883493
Ramon_Llull,1235,False,174916,7379,688,Ramon Llull,0.7010846242883493
Al-Nawawi,1233,False,116390,3664,332,Al-Nawawi,0.6455645561949163
Peter_III_of_Aragon,1239,False,165285,2531,382,Peter III of Aragon,0.6451856666379223
Abaqa_Khan,1234,False,99766,2310,229,Abaqa Khan,0.6143851915803936
Dafydd_ap_Gruffydd,1235,False,56551,1788,271,Dafydd ap Gruffydd,0.6058139845211706
Beatrice_of_Provence,1234,False,134342,1276,252,Beatrice of Provence,0.6039157434529703
Manfred_of_Sicily,1232,False,69144,1449,262,"Manfred, King of Sicily",0.6008632932463831
Wen_Tianxiang,1236,False,57695,1452,271,Wen Tianxiang,0.5997140238028801
Magnus_VI_of_Norway,1238,False,109431,1874,153,Magnus VI of Norway,0.5914820567643221
Guo_Shoujing,1231,False,65381,874,237,Guo Shoujing,0.5797902315024174
Arnolfo_di_Cambio,1232,False,53424,1840,140,Arnolfo di Cambio,0.5776594218828163
"John_de_Warenne,_6th_Earl_of_Surrey",1231,False,49029,1990,128,"John de Warenne, 6th Earl of Surrey",0.5744219042776366
"Roger_Mortimer,_1st_Baron_Wigmore",1231,False,96886,1495,125,"Roger Mortimer, 1st Baron Mortimer",0.5740591487007034
Bohemond_VI_of_Antioch,1237,False,72946,772,208,Bohemond VI of Antioch,0.5719622337082768
"John_II,_Duke_of_Brittany",1239,False,123261,912,140,"John II, Duke of Brittany",0.5671661584904918
Arnold_of_Villanova,1235,False,61742,869,137,Arnaldus de Villa Nova,0.5566917331653086
Emperor_Shijō,1231,False,70807,1147,104,Emperor Shijō,0.5540304088632805
Violant_of_Aragon,1236,False,115211,809,112,Violant of Aragon,0.5525190916399352
Ippen,1234,False,101736,513,116,Ippen,0.5378645061814821
Ibn_Manzur,1233,False,46381,1146,82,Ibn Manzur,0.537360386582122
Henry_de_Montfort,1238,False,65354,921,73,Henry de Montfort,0.5293819040584481
Henry_of_Almain,1235,False,39474,966,79,Henry of Almain,0.5289725812695077
Meinhard_II_of_Gorizia-Tyrol,1238,False,105091,600,80,"Meinhard, Duke of Carinthia",0.5262631551644296
Yolanda_of_Poland,1235,False,95703,531,85,Yolanda of Poland,0.5243729714443954
Qian_Xuan,1235,False,38300,723,65,Qian Xuan,0.5109008208877999
"Frederick_III,_Duke_of_Lorraine",1238,False,40213,549,74,"Frederick III, Duke of Lorraine",0.5098326023134909
Kujō_Yoritsugu,1239,False,41012,252,113,Kujō Yoritsugu,0.5017114670365129
Anna_of_Hohenstaufen,1230,False,39671,295,70,Anna of Hohenstaufen,0.48733103009766227
"Adelaide_of_Burgundy,_Duchess_of_Brabant",1233,False,44566,324,58,"Adelaide of Burgundy, Duchess of Brabant",0.4829076751315344
Bernard_Saisset,1232,False,44505,212,63,Bernard Saisset,0.4722918157777044
Agnes_of_Dampierre,1237,False,35234,270,51,Agnes of Dampierre,0.46863321106159506
"Rudolf_I,_Margrave_of_Baden-Baden",1230,False,38869,359,42,"Rudolf I, Margrave of Baden-Baden",0.46851111195310063
"Odo,_Count_of_Nevers",1230,False,34325,237,52,"Odo, Count of Nevers",0.4650319479453489
Yolanda_of_Vianden,1231,False,40016,187,59,Yolanda of Vianden,0.46392786963505417
"Constance_of_Aragon,_Lady_of_Villena",1239,False,106449,247,35,"Constance of Aragon, Lady of Villena",0.455618154104618
Elisabeth_of_Wrocław,1232,False,90456,230,28,Elisabeth of Wrocław,0.43952140883314966
Hu_Sanxing,1230,False,35471,114,44,Hu Sanxing,0.4316260143251401
Emilia_Bicchieri,1238,False,39762,0,4,Emilia Bicchieri,0.10497154850764094
