link,year,disambiguation,length,pageviews,revisions,title,score
"Mary,_Queen_of_Scots",1542,False,440130,412330,5753,"Mary, Queen of Scots",0.9002049875315218
Akbar,1542,False,435376,139620,5440,Akbar,0.8724049630972169
Francis_Drake,1540,False,249107,81948,5365,Francis Drake,0.8463074785863256
Miguel_de_Cervantes,1547,False,270019,39406,4419,Miguel de Cervantes,0.8221030107905034
Tycho_Brahe,1546,False,278614,40806,4019,Tycho Brahe,0.8206057426844675
El_Greco,1541,False,303574,33428,3247,El Greco,0.8096660212777215
Tokugawa_Ieyasu,1543,False,382545,37774,2322,Tokugawa Ieyasu,0.8056345762962932
Maharana_Pratap,1540,False,108567,51525,3119,Maharana Pratap,0.7981890316939887
Giordano_Bruno,1548,False,264757,37516,2162,Giordano Bruno,0.7958865093444151
Francis_II_of_France,1544,False,227070,102584,722,Francis II of France,0.7714150780413805
Yi_Sun-sin,1545,False,184880,20422,2066,Yi Sun-sin,0.7709442308031597
"Henry_Stuart,_Lord_Darnley",1545,False,179168,42876,754,"Henry Stuart, Lord Darnley",0.7501120215522302
John_of_the_Cross,1542,False,304932,12265,1032,John of the Cross,0.7402003788446971
Hattori_Hanzō,1541,False,85464,28688,1048,Hattori Hanzō,0.739939280625897
William_Byrd,1540,False,155209,9502,1323,William Byrd,0.73045206822396
Murat_III,1546,False,112829,17359,589,Murad III,0.7100098853247995
Lettice_Knollys,1543,False,155175,11513,648,Lettice Knollys,0.7089791052368339
William_Gilbert_(astronomer),1544,False,98106,7378,1040,William Gilbert (astronomer),0.7065156313631836
Robert_Bellarmine,1542,False,227876,5858,791,Robert Bellarmine,0.7037795211895045
Don_John_of_Austria,1547,False,151979,5338,555,John of Austria,0.6811722584085906
Elisabeth_of_Valois,1545,False,121791,10914,378,Elisabeth of Valois,0.6807969326179409
Simon_Stevin,1548,False,121662,4099,675,Simon Stevin,0.6772351131558235
Edmund_Campion,1540,False,95486,4013,736,Edmund Campion,0.6757809648388788
"Carlos,_Prince_of_Asturias",1545,False,219094,8054,309,"Carlos, Prince of Asturias",0.6728269178887977
François_Viète,1540,False,130359,3264,612,François Viète,0.6676828617764122
Torquato_Tasso,1544,False,122111,4412,451,Torquato Tasso,0.6640995207403521
Lady_Catherine_Grey,1540,False,119533,4600,369,Lady Catherine Grey,0.6567827464619937
Francisco_Suárez,1548,False,214947,3262,332,Francisco Suárez,0.6507072971111086
"Alexander_Farnese,_Duke_of_Parma",1545,False,139413,3528,351,"Alexander Farnese, Duke of Parma",0.6493858504827605
Richard_Grenville,1542,False,97090,2510,501,Richard Grenville,0.647635581553062
Honda_Tadakatsu,1548,False,68331,4396,311,Honda Tadakatsu,0.6398326871855546
Tomás_Luis_de_Victoria,1548,False,75049,3801,326,Tomás Luis de Victoria,0.6392839420131327
"Francesco_I_de'_Medici,_Grand_Duke_of_Tuscany",1541,False,167692,3091,270,"Francesco I de' Medici, Grand Duke of Tuscany",0.6369260414494512
"Anna_of_Austria,_Queen_of_Spain",1549,False,159160,3150,261,"Anna of Austria, Queen of Spain",0.6352888110990019
John_Sigismund_Zápolya,1540,False,236897,1579,390,John Sigismund Zápolya,0.6352659647720338
John_Gerard,1545,False,149191,1530,380,John Gerard,0.6272841619619743
Oichi,1547,False,62130,3995,246,Oichi,0.62579904813645
1603,1544,False,120699,1491,320,1603,0.6170822825945843
Stanisław_Żółkiewski,1547,False,126379,1189,376,Stanisław Żółkiewski,0.6160773877838995
"Joanna_of_Austria,_Grand_Duchess_of_Tuscany",1547,False,157878,2158,217,"Joanna of Austria, Grand Duchess of Tuscany",0.6160145307417362
John_Speed,1542,False,122838,1653,265,John Speed,0.6131474885376726
Johan_van_Oldenbarnevelt,1547,False,74098,1812,280,Johan van Oldenbarnevelt,0.6113796001687174
Christopher_Hatton,1540,False,78092,1987,243,Christopher Hatton,0.6091323406343149
Jan_Zamoyski,1542,False,199330,1143,264,Jan Zamoyski,0.6068503524577442
"Ferdinando_I_de'_Medici,_Grand_Duke_of_Tuscany",1549,False,163403,2330,166,"Ferdinando I de' Medici, Grand Duke of Tuscany",0.6063717626840158
Claude_of_Valois,1547,False,120496,5288,116,Claude of France (1547–1575),0.6051653469645885
"Sonam_Gyatso,_3rd_Dalai_Lama",1543,False,126656,2323,173,3rd Dalai Lama,0.60508752537477
Bahāʾ_al-dīn_al-ʿĀmilī,1547,False,104529,1238,283,Bahāʾ al-dīn al-ʿĀmilī,0.6043156376052681
Justus_Lipsius,1547,False,69977,2096,204,Justus Lipsius,0.6017578933129384
"Charles_II,_Archduke_of_Austria",1540,False,142221,3163,128,"Charles II, Archduke of Austria",0.6000144116607689
Azai_Nagamasa,1545,False,62402,2293,181,Azai Nagamasa,0.5974351254561934
Joseph_Justus_Scaliger,1540,False,80631,1388,190,Joseph Justus Scaliger,0.5884536417812984
"Walter_Devereux,_1st_Earl_of_Essex",1541,False,62020,1927,161,"Walter Devereux, 1st Earl of Essex",0.5873001157249571
Sanada_Masayuki,1544,False,68081,1998,153,Sanada Masayuki,0.587219918789221
"Henry_Howard,_1st_Earl_of_Northampton",1540,False,83213,1285,189,"Henry Howard, 1st Earl of Northampton",0.5862679012830332
"Charles_III,_Duke_of_Lorraine",1543,False,52659,3434,119,"Charles III, Duke of Lorraine",0.5854863968814241
Álvaro_de_Mendaña_de_Neira,1542,False,67909,1017,223,Álvaro de Mendaña de Neira,0.5829623641583518
Anna_of_Saxony,1544,False,128413,1185,158,Anna of Saxony,0.5812516943534685
Thomas_Digges,1546,False,63694,1322,174,Thomas Digges,0.5801820337968245
