link,year,disambiguation,length,pageviews,revisions,title,score
John_Wycliffe,1325,False,172271,25253,2100,John Wycliffe,0.7759533675263584
John_Wycliffe,1320,False,172271,25253,2100,John Wycliffe,0.7759533675263584
Hongwu_Emperor,1328,False,278970,14008,1570,Hongwu Emperor,0.7580890905183285
Louis_I_of_Hungary,1326,False,423530,5485,1374,Louis I of Hungary,0.7310383452310976
Murad_I,1326,False,104512,9037,579,Murad I,0.6913896468596127
"Ukhaantu_Khan,_Emperor_Huizong_of_Yuan",1320,False,97519,15714,413,Toghon Temür,0.6898205762508167
David_II_of_Scotland,1324,False,147609,12835,301,David II of Scotland,0.6772590917530764
Joan_of_Kent,1328,False,126532,6684,458,Joan of Kent,0.6769087979272815
Lazar_of_Serbia,1329,False,210861,3123,565,Lazar of Serbia,0.6703825217924524
Peter_I_of_Portugal,1320,False,186170,3000,343,Peter I of Portugal,0.6476396495587754
John_Hawkwood,1320,False,108313,4704,290,John Hawkwood,0.6456433533956578
Khwaja_Bande_Nawaz,1321,False,69077,4315,302,Bande Nawaz,0.6382689045466082
Inês_de_Castro,1325,False,173766,3011,276,Inês de Castro,0.6375936245535455
Valdemar_IV_of_Denmark,1320,False,153180,2406,287,Valdemar IV of Denmark,0.6309296471377711
Avignon_Pope_Benedict_XIII,1328,False,105616,3634,198,Antipope Benedict XIII,0.621179870035
Bertrand_du_Guesclin,1320,False,62959,2542,263,Bertrand du Guesclin,0.6164815354568235
Lalleshwari,1320,False,58092,2562,251,Lalleshwari,0.6135765460028186
Rinchinbal_Khan,1326,False,53675,3409,171,Rinchinbal Khan,0.6031645070445512
Olivier_de_Clisson,1326,False,92469,759,391,Olivier de Clisson,0.5971985329355024
Joan_of_The_Tower,1321,False,104482,2418,146,Joan of the Tower,0.5957280296286046
Peter_I_of_Cyprus,1328,False,118752,1160,203,Peter I of Cyprus,0.5904444953946212
Ivan_II_of_Russia,1326,False,46238,1749,200,Ivan II of Moscow,0.5899157654654295
Francesco_Landini,1325,False,51979,1704,186,Francesco Landini,0.5877482490254095
William_of_Wykeham,1320,False,69550,1551,164,William of Wykeham,0.5834726016320132
"Roger_Mortimer,_2nd_Earl_of_March",1328,False,101470,1498,145,"Roger Mortimer, 2nd Earl of March",0.5816311141621745
Blanka_of_Namur,1320,False,127338,711,155,Blanche of Namur,0.5637409888051509
Archibald_the_Grim,1328,False,72998,647,195,"Archibald Douglas, 3rd Earl of Douglas",0.5633857090563543
Emperor_Go-Murakami,1328,False,79175,884,129,Emperor Go-Murakami,0.5575289263455597
Chen_Youliang,1320,False,37027,874,146,Chen Youliang,0.5531343960198175
"William_Douglas,_1st_Earl_of_Douglas",1327,False,57978,1295,94,"William Douglas, 1st Earl of Douglas",0.5501174787222584
Imelda_Lambertini,1322,False,38929,1248,106,Imelda Lambertini,0.5499725226815748
Louis_of_Taranto,1320,False,152373,405,171,Louis I of Naples,0.549224699541117
Constanza_Manuel,1323,False,143107,552,127,Constanza Manuel,0.5477823839614797
Joanna_I_of_Auvergne,1326,False,88870,604,123,"Joan I, Countess of Auvergne",0.5444793576416951
Emperor_Kōmyō,1322,False,68831,948,92,Emperor Kōmyō,0.5423251428574051
Matthew_Kantakouzenos,1325,False,70220,707,110,Matthew Kantakouzenos,0.5420617223232856
"Andrew,_Duke_of_Calabria",1327,False,98213,498,101,"Andrew, Duke of Calabria",0.5304205189532237
"John_Henry,_Margrave_of_Moravia",1322,False,109885,662,76,"John Henry, Margrave of Moravia",0.5271928630493895
"William_Montacute,_2nd_Earl_of_Salisbury",1328,False,46428,405,110,"William de Montagu, 2nd Earl of Salisbury",0.5191306112284148
"Joanna,_Duchess_of_Brabant",1322,False,42408,686,77,"Joanna, Duchess of Brabant",0.5189090624566572
"Blanche_of_France,_Duchess_of_Orléans",1328,False,96402,694,63,"Blanche of France, Duchess of Orléans",0.5176856124461197
Nissim_of_Gerona,1320,False,34760,510,89,Nissim of Gerona,0.5143929119541369
"Rudolph,_Duke_of_Lorraine",1320,False,37011,844,64,"Rudolph, Duke of Lorraine",0.5139435283153886
Imagawa_Sadayo,1326,False,53053,355,86,Imagawa Sadayo,0.505616857515976
"Philip_II,_Prince_of_Taranto",1329,False,100646,314,77,"Philip II, Prince of Taranto",0.5026169631017519
Demetrius_I_Starshy,1327,False,33890,225,132,Demetrius I Starshy,0.5009923808742931
Dmitry_of_Suzdal,1324,False,33471,399,76,Dmitry of Suzdal,0.499157342659434
"Elizabeth_le_Despenser,_Baroness_Berkeley",1327,False,87153,352,65,"Elizabeth le Despenser, Baroness Berkeley",0.4973325129241295
"John_II,_Marquess_of_Montferrat",1321,False,88155,336,67,"John II, Marquess of Montferrat",0.4973240587823364
Baldus_de_Ubaldis,1327,False,48735,290,85,Baldus de Ubaldis,0.4972212687401415
Louis_VI_the_Roman,1328,False,94681,201,98,"Louis II, Elector of Brandenburg",0.49547095668040014
Elisabeth_of_Meissen,1329,False,90257,597,44,Elisabeth of Meissen,0.49311647270192427
"Rupert_II,_Elector_Palatine",1325,False,39738,579,51,"Rupert II, Elector Palatine",0.4925930331747892
"John_of_Artois,_Count_of_Eu",1321,False,90728,448,50,"John of Artois, Count of Eu",0.49201311655438085
Fairuzabadi,1329,False,38729,436,54,Fairuzabadi,0.48717525940231554
Isaac_ben_Sheshet,1326,False,41287,343,59,Isaac ben Sheshet,0.4847987676159867
Michael_Panaretos,1320,False,51471,280,64,Michael Panaretos,0.48405827513448146
Anne_of_Bavaria,1329,False,94237,227,64,Anne of Bavaria,0.4820654680723181
Iolo_Goch,1320,False,34889,287,63,Iolo Goch,0.4803928372346585
Shams_al-Dīn_Abū_Abd_Allāh_al-Khalīlī,1320,False,80276,347,47,Shams al-Dīn Abū Abd Allāh al-Khalīlī,0.47989713973990783
Manuel_Kantakouzenos,1326,False,42297,316,55,Manuel Kantakouzenos,0.4790557994590544
John_III_of_Trebizond,1321,False,40238,192,67,John III of Trebizond,0.4704065240168279
"William_de_Ros,_3rd_Baron_de_Ros",1325,False,35747,273,52,"William de Ros, 3rd Baron de Ros",0.47005706864868274
Manuel_II_of_Trebizond,1324,False,40587,162,71,Manuel II of Trebizond,0.46646417447551564
"Otto,_Duke_of_Brunswick-Grubenhagen",1320,False,36782,242,50,"Otto, Duke of Brunswick-Grubenhagen",0.46451855477293574
"John_I,_Duke_of_Bavaria",1329,False,94446,223,43,"John I, Duke of Bavaria",0.4623345522411235
Charles_de_La_Cerda,1327,False,39842,220,50,Charles de La Cerda,0.4620665330585935
"Margaret_of_Brabant,_Countess_of_Flanders",1323,False,42380,320,37,"Margaret of Brabant, Countess of Flanders",0.45911844716391853
Hafiz_al-Iraqi,1325,False,51501,141,56,Zain al-Din al-'Iraqi,0.45329602279188075
Louis_of_Durazzo,1324,False,34507,153,48,"Louis, Count of Gravina",0.44621131526644164
Margaret_the_Barefooted,1325,False,28477,290,32,Margaret the Barefooted,0.44476977488999686
Michael_Asen_IV_of_Bulgaria,1322,False,31315,262,33,Michael Asen IV of Bulgaria,0.44437499136941516
"James_I,_Count_of_Urgell",1321,False,47079,128,43,"James I, Count of Urgell",0.4372244850516296
Prince_Narinaga,1326,False,30884,144,39,Prince Narinaga,0.43354872104932074
Robert_of_Durazzo,1326,False,34960,127,36,Robert of Durazzo,0.4263077031985481
Birger_Gregersson,1327,False,47033,111,35,Birger Gregersson,0.4223194921378053
Seii,1326,False,30495,173,24,Seii,0.41409999461733626
Constance_of_Sicily_(regent),1324,False,81745,74,29,Constance of Sicily (regent),0.4013671823255722
Giovanni_Manfredi,1324,False,30662,131,22,Giovanni Manfredi,0.400720147077492
Hosokawa_Yoriyuki,1329,False,33737,91,27,Hosokawa Yoriyuki,0.400041583308781
Pandolfo_II_Malatesta,1325,False,31412,116,23,Pandolfo II Malatesta,0.39950146560927224
Malatesta_Ungaro,1327,False,28874,121,20,Malatesta Ungaro,0.3923760469908486
