link,year,disambiguation,length,pageviews,revisions,title,score
Joan_of_Arc,1412,False,327437,174027,7485,Joan of Arc,0.8823690292812761
"Richard_of_York,_3rd_Duke_of_York",1411,False,209614,19832,694,"Richard of York, 3rd Duke of York",0.7308796427471491
Pope_Sixtus_IV,1414,False,204696,11013,518,Pope Sixtus IV,0.7029747729877496
"Frederick_III,_Holy_Roman_Emperor",1415,False,172073,8704,480,"Frederick III, Holy Roman Emperor",0.6907949822828584
Jacquetta_of_Luxembourg,1416,False,121098,11729,395,Jacquetta of Luxembourg,0.6844288002277519
Cecily_Neville,1415,False,133463,8756,386,"Cecily Neville, Duchess of York",0.6776223442678466
Jami,1414,False,161039,3924,581,Jami,0.6746495753161496
Pope_Paul_II,1417,False,174436,4516,386,Pope Paul II,0.6636787014544395
Narsinh_Mehta,1414,False,80172,7613,252,Narsinh Mehta,0.6470298762171673
Johannes_Ockeghem,1410,False,88465,3309,358,Johannes Ockeghem,0.6416752823600211
Christopher_of_Bavaria,1416,False,175317,2770,250,Christopher of Bavaria,0.6309463132889893
Catherine_of_Bologna,1413,False,62412,2743,238,Catherine of Bologna,0.6143038269323116
Vasili_II_of_Russia,1415,False,110686,1601,245,Vasily II of Moscow,0.6075782409817185
Francis_of_Paola,1416,False,79138,1774,253,Francis of Paola,0.6075720183703829
Piero_di_Cosimo_de'_Medici,1416,False,90962,2793,174,Piero di Cosimo de' Medici,0.6061262343636608
"Frederick_II,_Elector_of_Saxony",1412,False,109042,2311,136,"Frederick II, Elector of Saxony",0.5915954369184797
Nicholas_of_Flüe,1417,False,60817,1615,187,Nicholas of Flüe,0.5885753025151916
Jodha_of_Mandore,1416,False,56035,1153,214,Jodha of Mandore,0.5828120350225903
"Albrecht_III_Achilles,_Elector_of_Brandenburg",1414,False,126973,1001,176,"Albrecht III Achilles, Elector of Brandenburg",0.5804533065125557
Emperor_Go-Hanazono_of_Japan,1419,False,78905,1417,155,Emperor Go-Hanazono,0.5799349876174021
"Louis,_Duke_of_Savoy",1413,False,124757,1160,156,"Louis, Duke of Savoy",0.5796881961345418
Jan_Długosz,1415,False,50826,1043,203,Jan Długosz,0.5762379049557262
Sigismondo_Pandolfo_Malatesta,1417,False,64771,1387,148,Sigismondo Pandolfo Malatesta,0.5747496918448846
Rennyo,1415,False,80691,949,159,Rennyo,0.5690720578090874
Anne_of_Cyprus,1418,False,108206,813,157,Anne of Cyprus,0.5669574689613486
"Thomas_Clifford,_8th_Baron_de_Clifford",1414,False,112020,961,124,"Thomas Clifford, 8th Baron de Clifford",0.5622629853755474
Joanot_Martorell,1413,False,47368,699,179,Joanot Martorell,0.5573652021266058
"Frederick_II,_Elector_of_Brandenburg",1413,False,100397,873,112,"Frederick II, Elector of Brandenburg",0.5533971964684045
"William_Sinclair,_1st_Earl_of_Caithness",1410,False,39503,1590,95,"William Sinclair, 1st Earl of Caithness",0.5513152241870061
"Francis_I,_Duke_of_Brittany",1414,False,123199,686,100,"Francis I, Duke of Brittany",0.5427293703566043
John_II_of_Cyprus,1418,False,49447,685,124,John II of Cyprus,0.5422574729910999
Ludovico_III_Gonzaga,1412,False,67302,557,125,"Ludovico III Gonzaga, Marquis of Mantua",0.5394062381023532
"John_de_Mowbray,_3rd_Duke_of_Norfolk",1415,False,44444,1058,74,"John de Mowbray, 3rd Duke of Norfolk",0.5295272147714806
"John_de_Mowbray,_3rd_Duke_of_Norfolk",1415,False,44444,1058,74,"John de Mowbray, 3rd Duke of Norfolk",0.5295272147714806
Albert_VI_of_Austria,1418,False,104033,694,72,"Albert VI, Archduke of Austria",0.5253447556774531
"Edmund_Grey,_1st_Earl_of_Kent",1416,False,40381,815,76,"Edmund Grey, 1st Earl of Kent",0.5226315437941114
Pal_Engjëlli,1416,False,41251,595,92,Pal Engjëlli,0.5226302228358605
"Peter_II,_Duke_of_Brittany",1418,False,121715,446,88,"Peter II, Duke of Brittany",0.5225605956077927
Tenshō_Shūbun,1414,False,40415,789,69,Tenshō Shūbun,0.5169334127966735
Jöns_Bengtsson_Oxenstierna,1417,False,84386,294,117,Jöns Bengtsson Oxenstierna,0.5162663620221053
"John_I,_Duke_of_Cleves",1419,False,100620,588,66,"John I, Duke of Cleves",0.5156266054577061
Vecchietta,1410,False,45891,342,113,Vecchietta,0.5141614018975159
Isotta_Nogarola,1418,False,42531,471,82,Isotta Nogarola,0.5104687635977005
Queen_Jeonghui,1418,False,43904,672,64,Queen Jeonghui,0.5095636337737796
"Louis_IX,_Duke_of_Bavaria",1417,False,95716,462,66,"Louis IX, Duke of Bavaria",0.5077259217400659
Juan_de_Mena,1411,False,50889,334,71,Juan de Mena,0.4946185924593766
"William_FitzAlan,_16th_Earl_of_Arundel",1417,False,36521,536,53,"William FitzAlan, 16th Earl of Arundel",0.4915835069487433
Masuccio_Salernitano,1410,False,32433,364,64,Masuccio Salernitano,0.4880585045332177
