link,year,disambiguation,length,pageviews,revisions,title,score
Genghis_Khan,1162,False,287458,20522,680,チンギス・カン,0.7361044896840486
Fujiwara_no_Teika,1162,False,145243,9117,273,藤原定家,0.6641704454339709
Hōjō_Yoshitoki,1163,False,139585,7325,308,北条義時,0.6636897640308633
Robin_Hood,1160,False,89646,21775,201,ロビン・フッド,0.6608378991627157
Philip_II_of_France,1165,False,124903,2455,146,フィリップ2世 (フランス王),0.5983622015045617
Emperor_Takakura,1161,False,176050,4694,96,高倉天皇,0.5963972672678913
Baldwin_IV_of_Jerusalem,1161,False,84288,3206,97,ボードゥアン4世,0.5792831397416779
Emperor_Rokujō,1164,False,120376,2332,103,六条天皇,0.5789048507655039
Taira_no_Noritsune,1160,False,61244,2766,71,平教経,0.5546250988923771
Pope_Innocent_III,1161,False,144997,2036,61,インノケンティウス3世 (ローマ教皇),0.5481116997293142
"Henry_VI,_Holy_Roman_Emperor",1165,False,131365,613,119,ハインリヒ6世 (神聖ローマ皇帝),0.5476397647749659
Börte,1161,False,47928,1384,72,ボルテ,0.5359508571236644
1167,1166,False,64086,360,85,1167年,0.5074916747074389
Sibylla_of_Jerusalem,1160,False,69790,610,54,シビーユ (エルサレム女王),0.5026939991815441
Emperor_Zhangzong_of_Jin,1168,False,42487,427,53,章宗 (金),0.4865366790398074
Ibn_Arabi,1165,False,104224,270,58,イブン・アラビー,0.4844555833826365
Alexios_II_Komnenos,1169,False,78010,184,77,アレクシオス2世コムネノス,0.4805420570626254
"Alys_of_France,_Countess_of_Vexin",1160,False,44267,251,61,アデル・ド・フランス (ヴェクサン女伯),0.4767179730985089
"Joan_of_England,_Queen_of_Sicily",1165,False,46371,267,51,ジョーン・オブ・イングランド (シチリア王妃),0.47082400872757596
"Eleanor_of_England,_Queen_of_Castile",1162,False,44129,391,40,エレノア・オブ・イングランド,0.46951770345530036
"Constance,_Duchess_of_Brittany",1161,False,51393,129,51,コンスタンス・ド・ブルターニュ,0.4458061501464548
Muhammad_of_Ghor,1162,False,46677,142,45,シハーブッディーン・ムハンマド,0.4430838883571321
Geoffrey_of_Villehardouin,1160,False,40796,103,45,ジョフロワ・ド・ヴィルアルドゥアン,0.4297598750501921
Ibn_al-Athir,1160,False,48421,142,33,イブン・アスィール,0.42843656855438317
Al-Afdal_ibn_Salah_ad-Din,1160,False,41297,163,30,アル＝アフダル,0.42688717175454477
"Henry_I,_Duke_of_Brabant",1165,False,42480,112,31,アンリ1世 (ブラバント公),0.41601139201173176
"Yaqub,_Almohad_Caliph",1160,False,35689,117,28,ヤアクーブ・マンスール,0.41114258014903515
"Eudes_III,_Duke_of_Burgundy",1166,False,40431,77,30,ウード3世 (ブルゴーニュ公),0.40007721075451236
Dulce_of_Aragon,1160,False,36640,81,25,ドゥルセ・ベレンゲル・デ・バルセロナ,0.3925107947603191
David_Kimhi,1160,False,35142,45,26,ダヴィド・キムヒ,0.37055016786882905
"Henry_II,_Count_of_Champagne",1166,False,74423,130,10,アンリ2世 (シャンパーニュ伯),0.3527758174639191
As-Salih_Ismail_al-Malik,1163,False,37943,38,16,アッサリフ・イスマイル・アルマリク,0.34094218108454427
Canute_VI_of_Denmark,1163,,1,1,1,?,0.05448825167540282
Abd_al-Latif_al-Baghdadi_(medieval_writer),1162,,1,1,1,?,0.05448825167540282
Prithviraj_Chauhan,1166,,1,1,1,?,0.05448825167540282
Ottokar_IV_of_Styria,1163,,1,1,1,?,0.05448825167540282
Phillipe_de_Plessis,1165,,1,1,1,?,0.05448825167540282
"Simon_de_Montfort,_5th_Earl_of_Leicester",1160,,1,1,1,?,0.05448825167540282
Renier_of_Montferrat,1162,,1,1,1,?,0.05448825167540282
"Frederick_VI,_Duke_of_Swabia",1167,,1,1,1,?,0.05448825167540282
Albert_of_Buxhoeveden,1165,,1,1,1,?,0.05448825167540282
"Berthold_V,_Duke_of_Zähringen",1160,,1,1,1,?,0.05448825167540282
"Richard_de_Clare,_4th_Earl_of_Hertford",1162,,1,1,1,?,0.05448825167540282
John_de_Courcy,1160,,1,1,1,?,0.05448825167540282
Hugh_IX_of_Lusignan,1168,,1,1,1,?,0.05448825167540282
Wincenty_Kadłubek,1161,,1,1,1,?,0.05448825167540282
"William_de_Warenne,_5th_Earl_of_Surrey",1166,,1,1,1,?,0.05448825167540282
Ban_Kulin,1163,,1,1,1,?,0.05448825167540282
Eschiva_of_Ibelin_(died_1196),1160,,1,1,1,?,0.05448825167540282
