link,year,disambiguation,length,pageviews,revisions,title,score
Voltaire,1694,False,197458,5901,305,ヴォルテール,0.6625864750362898
Anna_of_Russia,1693,False,94368,1414,135,アンナ (ロシア皇帝),0.5757719344331309
Jean-Baptiste-Siméon_Chardin,1699,False,78227,907,86,ジャン・シメオン・シャルダン,0.5391580276807534
"Charles_VII,_Holy_Roman_Emperor",1697,False,121858,539,89,カール7世 (神聖ローマ皇帝),0.5293852882918815
Giuseppe_Tartini,1692,False,62830,802,71,ジュゼッペ・タルティーニ,0.5236682481323179
John_Harrison,1693,False,65751,1142,57,ジョン・ハリソン (時計職人),0.5218402561654452
Giovanni_Battista_Tiepolo,1696,False,78966,577,73,ジョヴァンニ・バッティスタ・ティエポロ,0.5177466098778525
William_Hogarth,1697,False,53629,716,66,ウィリアム・ホガース,0.5150577374111652
"Thomas_Pelham-Holles,_1st_Duke_of_Newcastle",1693,False,216316,240,99,トマス・ペラム＝ホールズ (初代ニューカッスル公),0.5100132331305677
"Sebastião_José_de_Carvalho_e_Melo,_1st_Marquis_of_Pombal",1699,False,82220,410,73,ポンバル侯爵セバスティアン・デ・カルヴァーリョ,0.5073348463550127
Elisabeth_Farnese,1692,False,65767,612,58,エリザベッタ・ファルネーゼ,0.5059966469534358
Pope_Clement_XIII,1693,False,125724,287,82,クレメンス13世 (ローマ教皇),0.504179607881611
Canaletto,1697,False,54522,495,50,カナレット,0.49026184012664425
François_Quesnay,1694,False,93823,771,37,フランソワ・ケネー,0.48981288388495253
Henry_Pelham,1694,False,158937,220,68,ヘンリー・ペラム,0.487897195992571
"Louis_Henri,_Duke_of_Bourbon",1692,False,54460,300,52,ルイ4世アンリ (コンデ公),0.477014613059995
Christian_VI_of_Denmark,1699,False,114069,186,64,クリスチャン6世 (デンマーク王),0.47619545498768256
Colin_Maclaurin,1698,False,53725,421,40,コリン・マクローリン,0.47339545082703754
Mahmud_I,1696,False,60805,295,46,マフムト1世,0.4713055469546309
"Richard_Boyle,_3rd_Earl_of_Burlington",1694,False,161632,126,67,リチャード・ボイル (第3代バーリントン伯爵),0.4650574508915422
Pierre_Louis_Moreau_de_Maupertuis,1698,False,56752,198,52,ピエール・ルイ・モーペルテュイ,0.4633547035178196
Johann_Joachim_Quantz,1697,False,50995,322,36,ヨハン・ヨアヒム・クヴァンツ,0.45939464940830305
Louis-Claude_Daquin,1694,False,42790,298,35,ルイ＝クロード・ダカン,0.45407528456589763
Francesco_Maria_Veracini,1690,False,50377,263,35,フランチェスコ・マリア・ヴェラチーニ,0.45173215294241287
Johann_Adolph_Hasse,1699,False,72454,249,34,ヨハン・アドルフ・ハッセ,0.4513691538119507
Pietro_Locatelli,1695,False,47191,276,34,ピエトロ・ロカテッリ,0.4510459636493352
Metastasio,1698,False,98437,195,37,ピエトロ・メタスタージオ,0.45035535035871627
Johan_Helmich_Roman,1694,False,58931,192,39,ユーハン・ヘルミク・ルーマン,0.4486579656868292
Christian_Goldbach,1690,False,46862,137,36,クリスティアン・ゴルトバハ,0.43126977411960465
"Leopold,_Prince_of_Anhalt-Köthen",1694,False,62541,148,32,レオポルト (アンハルト＝ケーテン侯),0.4301515486483455
Giovanni_Paolo_Pannini,1691,False,44170,148,32,ジョバンニ・パオロ・パンニーニ,0.4275845315514461
Pierre_Bouguer,1698,False,54373,120,31,ピエール・ブーゲ,0.42023062803853034
Unico_Wilhelm_van_Wassenaer,1692,False,45157,99,30,ウニコ・ヴィルヘルム・ファン・ヴァッセナール,0.4103530825625151
Maurice_Greene_(composer),1696,False,44438,97,26,モーリス・グリーン (作曲家),0.40230918862112863
Alphonsus_Liguori,1696,False,53561,98,25,アルフォンソ・デ・リゴリ,0.40186039092426606
"Louis_VIII,_Landgrave_of_Hesse-Darmstadt",1691,False,40862,96,26,ルートヴィヒ8世 (ヘッセン＝ダルムシュタット方伯),0.40137500009703225
Adrienne_Lecouvreur,1692,False,39938,121,22,アドリエンヌ・ルクヴルール,0.40004782549267603
Georg_Brandt,1694,False,38449,77,29,イェオリ・ブラント,0.39814667528644304
Leonardo_Leo,1694,False,52513,114,20,レオナルド・レーオ,0.3944370384242073
Johann_Jakob_Bodmer,1698,False,42742,84,21,ヨハン・ヤーコプ・ボードマー,0.38570754300438886
James_Oglethorpe,1696,False,43445,91,19,ジェームス・オグルソープ,0.3829653233288019
Christian_Augustus_of_Anhalt-Zerbst,1690,False,64119,245,12,クリスティアン・アウグスト (アンハルト＝ツェルプスト侯),0.3811262136631065
John_Bevis,1695,False,33901,52,23,ジョン・ベヴィス,0.3708518137932976
Francis_Edward_James_Keith,1696,False,64578,78,16,ジェームズ・キース,0.3700283457253493
"John_Carteret,_2nd_Earl_Granville",1690,False,116027,88,14,ジョン・カートレット (第2代グランヴィル伯爵),0.3684443819942475
Edward_Cave,1691,False,38299,46,23,エドワード・ケイヴ,0.36649310557250614
Hans_Joachim_von_Zieten,1699,False,98128,204,10,ハンス・ヨアヒム・フォン・ツィーテン,0.36438688560350035
Bernhard_Siegfried_Albinus,1697,False,45638,50,16,ベルンハルト・ジークフリート・アルビヌス,0.3525473769929768
Václav_Prokop_Diviš,1698,False,50947,56,14,プロコプ・ディヴィシュ,0.34959269226040846
Francis_Hutcheson_(philosopher),1694,False,43221,164,9,フランシス・ハッチソン,0.3468162654573324
John_Peter_Zenger,1697,False,40968,113,9,ジョン・ピーター・ゼンガー,0.3382082238084881
George_Edwards_(naturalist),1693,False,41812,38,14,ジョージ・エドワーズ,0.33438688298966396
John_Bartram,1699,False,42440,41,11,ジョン・バートラム,0.3233462891146644
Malhar_Rao_Holkar,1693,False,72599,34,5,マルハール・ラーオ・ホールカル,0.2613156492672379
Benning_Wentworth,1696,False,63701,37,2,ベニング・ウェントワース,0.1521201436125419
John_Byrom,1692,,1,1,1,?,0.05448825167540282
Richard_Rawlinson,1690,,1,1,1,?,0.05448825167540282
Carlo_Innocenzo_Frugoni,1692,,1,1,1,?,0.05448825167540282
Marguerite_de_la_Sablière,1693,,1,1,1,?,0.05448825167540282
William_Oldys,1696,,1,1,1,?,0.05448825167540282
James_Quin,1693,,1,1,1,?,0.05448825167540282
Thomas_Carter_(1690–1763),1690,,1,1,1,?,0.05448825167540282
Bernard_Forest_de_Bélidor,1698,,1,1,1,?,0.05448825167540282
Johann_Matthias_Gesner,1691,,1,1,1,?,0.05448825167540282
Dionisia_de_Santa_María_Mitas_Talangpaz,1691,,1,1,1,?,0.05448825167540282
Louis_Racine,1692,,1,1,1,?,0.05448825167540282
Johann_Christian_Günther,1695,,1,1,1,?,0.05448825167540282
Giovanni_Niccolò_Servandoni,1695,,1,1,1,?,0.05448825167540282
Adriaan_Valckenier,1695,,1,1,1,?,0.05448825167540282
Alessandro_Galilei,1691,,1,1,1,?,0.05448825167540282
Antoine_Court_(Huguenot),1696,,1,1,1,?,0.05448825167540282
Johann_Georg_Walch,1693,,1,1,1,?,0.05448825167540282
Hedvig_Catharina_De_la_Gardie_(1695–1745),1695,,1,1,1,?,0.05448825167540282
Princess_Maria_Theresia_of_Liechtenstein,1694,,1,1,1,?,0.05448825167540282
Cai_Wan,1695,,1,1,1,?,0.05448825167540282
Giuseppe_Galli-Bibiena,1696,,1,1,1,?,0.05448825167540282
Christine_Kirch,1696,,1,1,1,?,0.05448825167540282
Jeanne_Quinault,1699,,1,1,1,?,0.05448825167540282
Elizabeth_Walker_(pharmacist),1690,,1,1,1,?,0.05448825167540282
Caleb_Fleming,1698,,1,1,1,?,0.05448825167540282
Laurent_Belissen,1693,,1,1,1,?,0.05448825167540282
Martín_Sarmiento,1695,,1,1,1,?,0.05448825167540282
Karl_Ludwig_von_Pöllnitz,1692,,1,1,1,?,0.05448825167540282
William_Moraley,1698,,1,1,1,?,0.05448825167540282
Peter_Dens,1690,,1,1,1,?,0.05448825167540282
Charlotta_Frölich,1698,,1,1,1,?,0.05448825167540282
Eusebius_Amort,1692,,1,1,1,?,0.05448825167540282
Chen_Hongmou,1696,,1,1,1,?,0.05448825167540282
William_Bowyer_(printer),1699,,1,1,1,?,0.05448825167540282
Johann_Jakob_Wettstein,1693,,1,1,1,?,0.05448825167540282
Pierre_Subleyras,1699,,1,1,1,?,0.05448825167540282
Henri_Pitot,1695,,1,1,1,?,0.05448825167540282
Charles_Radclyffe,1693,,1,1,1,?,0.05448825167540282
Joseph_Butler,1692,,1,1,1,?,0.05448825167540282
Marie_Thérèse_Rodet_Geoffrin,1699,,1,1,1,?,0.05448825167540282
Peder_Tordenskjold,1691,,1,1,1,?,0.05448825167540282
Thomas_Secker,1693,,1,1,1,?,0.05448825167540282
Conrad_Weiser,1696,,1,1,1,?,0.05448825167540282
Pamheiba,1690,,1,1,1,?,0.05448825167540282
James_Stirling_(mathematician),1692,,1,1,1,?,0.05448825167540282
Elisha_Williams,1694,,1,1,1,?,0.05448825167540282
Richard_Challoner,1691,,1,1,1,?,0.05448825167540282
"John_Hervey,_2nd_Baron_Hervey",1696,,1,1,1,?,0.05448825167540282
Jean_Thurel,1698,,1,1,1,?,0.05448825167540282
Hermann_Samuel_Reimarus,1694,,1,1,1,?,0.05448825167540282
William_Pepperrell,1696,,1,1,1,?,0.05448825167540282
"Philip_Yorke,_1st_Earl_of_Hardwicke",1690,,1,1,1,?,0.05448825167540282
William_Warburton,1698,,1,1,1,?,0.05448825167540282
Arthur_Onslow,1691,,1,1,1,?,0.05448825167540282
Francesca_Cuzzoni,1696,,1,1,1,?,0.05448825167540282
"Philip_Stanhope,_4th_Earl_of_Chesterfield",1694,,1,1,1,?,0.05448825167540282
Nicolaus_II_Bernoulli,1695,,1,1,1,?,0.05448825167540282
Robert_Blair_(poet),1699,,1,1,1,?,0.05448825167540282
Carl_Gustaf_Tessin,1695,,1,1,1,?,0.05448825167540282
Nicolas_Lancret,1690,,1,1,1,?,0.05448825167540282
William_Borlase,1695,,1,1,1,?,0.05448825167540282
Henry_Baker_(naturalist),1698,,1,1,1,?,0.05448825167540282
John_Michael_Rysbrack,1694,,1,1,1,?,0.05448825167540282
Charles_Theodore_Pachelbel,1690,,1,1,1,?,0.05448825167540282
Martin_Folkes,1690,,1,1,1,?,0.05448825167540282
Friederike_Caroline_Neuber,1697,,1,1,1,?,0.05448825167540282
John_Henley_(clergyman),1692,,1,1,1,?,0.05448825167540282
"William_Cavendish,_3rd_Duke_of_Devonshire",1698,,1,1,1,?,0.05448825167540282
John_Glas,1695,,1,1,1,?,0.05448825167540282
Isabella_Simons,1694,,1,1,1,?,0.05448825167540282
