country,link,score,description,image
Czech Republic,Sigmund Freud,0.879195645721752,psychoanalyst,http://cdn.history.com/sites/2/2015/04/hith-10-things-sigmund-freud-501585595-E.jpeg
Czech Republic,Franz Kafka,0.8391252204176756,author,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Franz_Kafka_1917.jpg/220px-Franz_Kafka_1917.jpg
Czech Republic,Gustav Mahler,0.7949950196645774,composer,https://www.mfiles.co.uk/composers/mahler-picture-big.jpg
Czech Republic,Gregor Mendel,0.7680298824067012,scientist,https://media1.britannica.com/eb-media/96/118096-004-1B54BF5A.jpg
Czech Republic,Antonín Dvořák,0.7640484382798747,composer,http://vignette3.wikia.nocookie.net/littleeinsteinspedia/images/4/42/Antonin_Dvorak_Slovak_Philharmonic_Orchestra_Dvorak.jpg
Switzerland,Jean-Jacques Rousseau,0.8496277119089132,philosopher,http://www.iep.utm.edu/wp-content/media/rousseau.jpg
Switzerland,Carl Jung,0.819387323443557,psychoanalyst,https://forbiddenhistories.files.wordpress.com/2013/10/jung.jpg
Switzerland,Le Corbusier,0.8013333504029639,architect,https://42ndblackwatch1881.files.wordpress.com/2009/04/corbusier_585x350_400240a.jpg
Switzerland,Leonhard Euler,0.7911909709619642,mathematician,https://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2013/4/15/1366030761509/18th-century-mathematicia-001.jpg
Switzerland,Jean Piaget,0.7566685256035123,psychologist,http://4.bp.blogspot.com/-wVdLk5d0OkY/Vm7dSbO4KOI/AAAAAAAAAGs/jZlXyRtGfds/s1600/images2XZ6QZ7X.jpg
Netherlands,Vincent van Gogh,0.8794610835972241,painter,http://zpnetwork.com/wp-content/uploads/2017/09/vincent-van-gogh-9515695-3-402.jpg
Netherlands,Rembrandt,0.8072362564116465,painter,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Rembrandt_van_Rijn_-_Self-Portrait_-_Google_Art_Project.jpg/220px-Rembrandt_van_Rijn_-_Self-Portrait_-_Google_Art_Project.jpg
Netherlands,Baruch Spinoza,0.7772653550939639,philosopher,https://i.pinimg.com/originals/6d/8b/53/6d8b53d205b40f78840ce085bb378985.jpg
Netherlands,Johannes Vermeer,0.7734396351422114,painter,https://www.wannart.com/wp-content/uploads/2017/09/vermeer1.jpg
Netherlands,Erasmus,0.7633714113929184,humanist,https://upload.wikimedia.org/wikipedia/commons/3/30/Holbein-erasmus.jpg
Ireland,Oscar Wilde,0.8282959335870845,writer,https://images.gr-assets.com/authors/1357460488p5/3565.jpg
Ireland,James Joyce,0.7666230351529336,author,https://cdn.theculturetrip.com/wp-content/uploads/2015/06/screen-shot-2016-09-28-at-4-56-55-pm.png
Ireland,George Bernard Shaw,0.7572064076398186,playwright,http://cdn3.imgbb.ru/community/33/335623/2f53c745f671d49b87610db3c0cd8876.jpg
Ireland,Duke of Wellington,0.7480900393810738,soldier & statesman,https://upload.wikimedia.org/wikipedia/commons/8/83/Sir_Arthur_Wellesley%2C_1st_Duke_of_Wellington.png
Ireland,Ernest Shackleton,0.7422110858737457,polar explorer,https://www.submerged.co.uk/gfx/s/shackbig.jpg
Ukraine,Leon Trotsky,0.8334019776576088,revolutionary,http://2.bp.blogspot.com/-Xs-k68yXkAw/Vor1VheCfZI/AAAAAAAAUA0/HxXAUizxW8Q/s1600/leon_trotsky_by_klimbims-d9jhj04.jpg
Ukraine,Sergei Prokofiev,0.7661983420857889,composer,https://i.pinimg.com/236x/39/cc/c1/39ccc16f1952d661ae43fdd111247deb--sergei-prokofiev-history-quotes.jpg
Ukraine,Nikolai Gogol,0.7497368552481113,dramatist,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/N.Gogol_by_F.Moller_%281840%2C_Tretyakov_gallery%29.jpg/189px-N.Gogol_by_F.Moller_%281840%2C_Tretyakov_gallery%29.jpg
Ukraine,Helena Blavatsky,0.7346027903426522,occultist,https://upload.wikimedia.org/wikipedia/commons/a/ad/Helena_Petrovna_Blavatsky.jpg
Ukraine,Golda Meir,0.7168514207079842,Israeli prime minister,http://static-cms.legacy.com/sites/default/files/styles/og_share_image/public/golda-meir-hero.jpg
Denmark,Hans Christian Andersen,0.8059436812540033,author,https://vignette.wikia.nocookie.net/disney/images/e/e2/Hans_Christain_Anderson.jpg/revision/latest/scale-to-width-down/350?cb=20120604175737
Denmark,Niels Bohr,0.7798205550689088,physicist,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Niels_Bohr.jpg/220px-Niels_Bohr.jpg
Denmark,Søren Kierkegaard,0.7734048249103195,philosopher,https://upload.wikimedia.org/wikipedia/commons/8/89/Kierkegaard.jpg
Denmark,Dagmar of Denmark,0.7019440504516066,Russian empress,https://upload.wikimedia.org/wikipedia/commons/b/b4/Maria_Feodorovna_of_Russia_1882.jpg
Denmark,Alexandra of Denmark,0.6890286536422403,British queen,https://upload.wikimedia.org/wikipedia/commons/4/4e/Queen_Alexandra%2C_the_Princess_of_Wales.jpg
Portugal,Ferdinand Magellan,0.8099099337008259,explorer,https://upload.wikimedia.org/wikipedia/commons/9/9c/Ferdinand_Magellan.jpg
Portugal,Vasco da Gama,0.788115291923831,explorer,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Vasco_da_Gama_-_1838.png/220px-Vasco_da_Gama_-_1838.png
Portugal,António de Oliveira Salazar,0.7255809323654505,dictator,https://i.pinimg.com/736x/7e/d6/60/7ed660427b557c419b2429751025a9e9--prove-it-salazar.jpg
Portugal,Anthony of Padua,0.7016684502440848,friar,https://www.passionistnuns.org/Saints/StAnthonyPadua/StAnthony_Padua.jpg
Portugal,Fernando Pessoa,0.6934861693997371,poet,https://images.gr-assets.com/authors/1427039317p5/7816.jpg
Belgium,Charles V,0.8204832694710953,Holy Roman Emperor,http://vignette4.wikia.nocookie.net/world-monarchs/images/8/83/Charles_V_HRE.jpg
Belgium,René Magritte,0.7470396567766532,artist,https://i.pinimg.com/736x/b7/f2/1a/b7f21a2599013d00aa168b3b2f7b3475--duane-michals-ren%C3%A9-magritte.jpg
Belgium,Leopold II,0.7311654443925076,criminal against humanity,http://all-that-is-interesting.com/wordpress/wp-content/uploads/2016/09/Leopold_ii_garter_knight.jpg
Belgium,Jan van Eyck,0.710813547993047,painter,https://upload.wikimedia.org/wikipedia/commons/8/8b/Portrait_of_a_Man_by_Jan_van_Eyck-small.jpg
Belgium,Andreas Vesalius,0.6917009606008442,anatomist,https://media1.britannica.com/eb-media/83/92983-004-EF1122F4.jpg
Sweden,Carl Linnaeus,0.7895769903728054,taxonomist,https://upload.wikimedia.org/wikipedia/commons/6/68/Carl_von_Linn%C3%A9.jpg
Sweden,Alfred Nobel,0.7728199726331377,inventor,https://i.ndtvimg.com/i/2016-09/alfred-nobel_650x400_41475221339.jpg
Sweden,Tycho Brahe,0.7324069802887699,astronomer,https://upload.wikimedia.org/wikipedia/commons/2/2b/Tycho_Brahe.JPG
Sweden,Christina,0.7014407020706644,queen,https://upload.wikimedia.org/wikipedia/commons/2/2e/Swedish_queen_Drottning_Kristina_portrait_by_S%C3%A9bastien_Bourdon_stor.jpg
Sweden,Gustavus Adolphus,0.6988371788077172,king,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Attributed_to_Jacob_Hoefnagel_-_Gustavus_Adolphus%2C_King_of_Sweden_1611-1632_-_Google_Art_Project.jpg/220px-Attributed_to_Jacob_Hoefnagel_-_Gustavus_Adolphus%2C_King_of_Sweden_1611-1632_-_Google_Art_Project.jpg
Norway,Edvard Munch,0.7601187533951406,painter,https://www.biography.com/.image/t_share/MTQzMDAyNzYyNTU1MTcyMDQ1/edvard-munch-self-portraitjpg.jpg
Norway,Edvard Grieg,0.7403888980943394,composer,https://www.famousbirthdays.com/faces/grieg-edvard-image.jpg
Norway,Henrik Ibsen,0.7217182961006122,playwright,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Ibsen_by_Olrik.jpg/220px-Ibsen_by_Olrik.jpg
Norway,Fridtjof Nansen,0.7038518110780411,explorer,https://t2.aimg.sk/magaziny/e3qz63l7SKaOvSYPJUgjcA~N-rsky-objavite-vedec-a-diplomat-Fridtjof-Nansen-v-obdob-svojej-najv-ej-pol-rnickej-sl-vy.jpg?t=L2ZpdC1pbi84MDB4MA%3D%3D&h=ibfbiBkStZ35RiP8YJYhGA&e=2145916800&v=2
Norway,Roald Amundsen,0.6767801894883031,explorer,https://upload.wikimedia.org/wikipedia/commons/8/82/Roald_Amundsen_%28digitalt_fargelagt%29.jpg
Turkey,Suleiman the Magnificent,0.7937379286821712,sultan,https://upload.wikimedia.org/wikipedia/commons/e/e9/EmperorSuleiman.jpg
Turkey,Mehmed the Conqueror,0.7424883456436281,sultan,https://i.pinimg.com/736x/a5/02/fb/a502fba04b71e3870d0c25278e5d5778--mehmed-the-conqueror-ottoman-empire.jpg
Turkey,Abdul Hamid II,0.6969334699716718,sultan,https://media1.britannica.com/eb-media/49/148849-004-740D6392.jpg
Turkey,Osman I,0.6893758482802801,sultan,http://looklex.com/e.o/ill/s01-osman1_01.jpg
Turkey,Constantine XI Palaiologos,0.6802010947170588,Byzantine emperor,https://upload.wikimedia.org/wikipedia/commons/1/12/Constantine_XI_Palaiologos_miniature.jpg
Greece,Mustafa Kemal Atatürk,0.819097157004703,Turkish leader,http://www.cheminsdememoire.gouv.fr/sites/default/files/styles/right_portrait/public/general_mustafa_kemal._domaine_public.jpg
Greece,El Greco,0.7441243101145304,painter,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/El_Greco_-_Portrait_of_a_Man_-_WGA10554.jpg/1200px-El_Greco_-_Portrait_of_a_Man_-_WGA10554.jpg
Greece,Muhammad Ali of Egypt,0.6885073530764562,military commander,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/ModernEgypt%2C_Muhammad_Ali_by_Auguste_Couder%2C_BAP_17996.jpg/220px-ModernEgypt%2C_Muhammad_Ali_by_Auguste_Couder%2C_BAP_17996.jpg
Greece,Hayreddin Barbarossa,0.6772741000812665,admiral,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Barbarossa_Hayreddin_Pasha.jpg/200px-Barbarossa_Hayreddin_Pasha.jpg
Greece,Giorgio de Chirico,0.6622424208495197,artist,https://uploads7.wikiart.org/images/giorgio-de-chirico/self-portrait-1925.jpg
Hungary,Elizabeth Báthory,0.7809733028502509,serial killer,https://orion-uploads.openroadmedia.com/lg_d53350-elizabeth-bathory.jpg
Hungary,Harry Houdini,0.7566044470884583,stunt performer,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/HarryHoudini1899.jpg/220px-HarryHoudini1899.jpg
Hungary,Theodor Herzl,0.6964685901126949,Zionist,https://i.pinimg.com/736x/5b/88/a2/5b88a2ce61acaef72aa9ce92fb55d69b--theodor-herzl-lost-places.jpg
Hungary,Miklós Horthy,0.6807974320252522,dictator,https://www.welt.de/img/bildergalerien/mobile106416416/9802504467-ci102l-w1024/Mikos-Horthy.jpg
Hungary,Ignaz Semmelweis,0.6720094571195799,physician,https://4.bp.blogspot.com/-b3DtR0GXa7c/VvcURgWdRsI/AAAAAAAAB-U/JKs3WnBb-1gSiHERZdpCFoeXIoAHVBLpw/s1600/semmelweis.jpg
Croatia,Nikola Tesla,0.8630824422678108,inventor,http://www.teslasociety.com/pictures/pic1.jpg
Croatia,Josip Broz Tito,0.7923266891864721,revolutionary,http://www.panacomp.net/wp-content/uploads/2015/09/Josip-Broz-Tito.jpg
Croatia,Rudolf Steiner,0.7587555967667141,philosopher,http://www.rsarchive.org/graphics/steiner-reitman-1915.jpg
Croatia,Franz von Suppé,0.6001150757438876,composer,http://www.visionescriticas.cl/wp-content/uploads/2014/03/suppe.jpg
Croatia,Milutin Milanković,0.5673244906989182,scientist,http://svtmarcq.e-monsite.com/medias/images/milankovitch-portrait.jpg
Romania,Vlad the Impaler,0.8074575749848586,ruler of Wallachia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Vlad_Tepes_002.jpg/220px-Vlad_Tepes_002.jpg
Romania,Béla Bartók,0.727209418782277,composer,https://media1.britannica.com/eb-media/24/154524-004-4CBCC11A.jpg
Romania,Ion Antonescu,0.6809718094791313,dictator,http://www.nndb.com/people/345/000117991/ion-antonescu-1-sized.jpg
Romania,Matthias Corvinus,0.6706771552053523,king,https://upload.wikimedia.org/wikipedia/commons/a/a3/Portrait_of_Matthias_Corvinus.jpg
Romania,Constantin Brâncuși,0.6682101418570515,artist,https://upload.wikimedia.org/wikipedia/commons/f/f2/Edward_Steichen_-_Brancusi.jpg
Georgia,Joseph Stalin,0.9186396295704464,dictator,https://static.giantbomb.com/uploads/scale_small/3/32849/2163825-jstalin.jpg
Georgia,Lavrentiy Beria,0.7595027807587545,Soviet security chief,https://i2.wp.com/flemingsbond.com/wordpress/wp-content/uploads/2014/10/beria.jpg?resize=325%2C400
Georgia,Aram Khachaturian,0.6925016862334278,composer,http://cps-static.rovicorp.com/3/JPG_400/MI0003/825/MI0003825043.jpg
Georgia,Tamar,0.5994465282299622,queen,https://upload.wikimedia.org/wikipedia/commons/5/53/Tamar_%28Vardzia_fresco_detail%29.jpg
Georgia,David IV,0.5691253455459312,king,https://upload.wikimedia.org/wikipedia/commons/f/fd/David_IV_of_Georgia_%28Gelati_fresco%29.jpg
Belarus,Marc Chagall,0.7678035057201946,painter,https://lh3.googleusercontent.com/-Dldm-hVvhPI/TpL3_Zn3N8I/AAAAAAAAF3U/54uFu5KUpI8/w1200-h630-p-k-no-nu/chagall_sportrait.jpg
Belarus,Lev Vygotsky,0.7219343201512449,psychologist,http://funderstanding.com/wp-content/uploads/2011/05/Vygotsky.jpg
Belarus,Tadeusz Kościuszko,0.674043959606621,military engineer,https://upload.wikimedia.org/wikipedia/commons/9/90/Tadeusz_Ko%C5%9Bciuszko.PNG
Belarus,Adam Mickiewicz,0.664307295618997,poet,http://jewish.ru/culture/art/2016/04/mitz_site5.jpg
Belarus,Chaim Weizmann,0.6468439161919036,Zionist,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flickr_-_Government_Press_Office_%28GPO%29_-_President_Chaim_Weizmann.jpg/225px-Flickr_-_Government_Press_Office_%28GPO%29_-_President_Chaim_Weizmann.jpg
Finland,Jean Sibelius,0.7324675157511764,composer,https://www.themonthly.com.au/sites/default/files/m/Whostoppedthemusic.jpg
Finland,Carl Gustaf Emil Mannerheim,0.7188046043003469,military leader,https://upload.wikimedia.org/wikipedia/commons/9/92/Talvisoda_marski.jpg
Finland,Alvar Aalto,0.6873460272128853,designer,http://mit81.com/baker/sites/default/files/images/aalto.jpg
Finland,Paavo Nurmi,0.6440985197828384,runner,https://upload.wikimedia.org/wikipedia/commons/a/a8/Paavo_Nurmi_%28Antwerp_1920%29.jpg
Finland,Risto Ryti,0.5659342529099504,president,https://muotokuvagalleria.fi/wp-content/uploads/2016/11/1-Ryti-Risto.jpg-web.jpg
Lithuania,Józef Piłsudski,0.7148274965918633,revolutionary,http://cdn13.se.smcloud.net/t/photos/127282/jozef_pilsudski.jpg
Lithuania,Władysław II Jagiełło,0.6528227826738355,grand duke,https://upload.wikimedia.org/wikipedia/commons/c/ca/Jagiello.jpg
Lithuania,Michael Andreas Barclay de Tolly,0.6297270231461004,field marshal,http://smarthistories.com/wp-content/uploads/2015/04/Barclay-de-Tolly-Michael-Andreas_1829.jpg
Lithuania,César Cui,0.6111731806679017,composer,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Ilya_Repin_-_Cesar_Cui.jpg/220px-Ilya_Repin_-_Cesar_Cui.jpg
Lithuania,Vytautas,0.6058539491443442,grand duke,http://www.lithaz.org/history/pix/vytautas.jpg
Luxembourg,Robert Schuman,0.6701973711345441,French statesman,http://ebicuba.drealentejo.pt/ebicuba/jornal/jornal08/fotos-personalidades/shhuman-robert/schuman-full.jpg
Luxembourg,Charlotte,0.6275326078354933,grand duchess,https://upload.wikimedia.org/wikipedia/commons/f/f5/Charlotte%2C_Grand_Duchess_of_Luxembourg.jpg
Luxembourg,John of Bohemia,0.6156398175128853,king,http://fcdn.valka.cz/attachments/osobnosti/Mapy/220px-John_of_Luxemburg.PNG
Luxembourg,Gabriel Lippmann,0.5871547456747963,physicist,https://upload.wikimedia.org/wikipedia/commons/4/4b/Gabriel_Lippmann2.jpg
Luxembourg,Edward Steichen,0.5833306601121775,photographer,https://i.pinimg.com/originals/a0/7b/22/a07b2284a205b02c573473a3d29ddf2f.jpg
Slovakia,Franz Lehár,0.6355299368671325,composer,http://cdn2.hubspot.net/hubfs/2427678/Imported_Blog_Media/lehar-4.jpg
Slovakia,Philipp Lenard,0.6247454639979322,physicist,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Phillipp_Lenard_in_1900.jpg/225px-Phillipp_Lenard_in_1900.jpg
Slovakia,Jozef Tiso,0.6210221932880022,dictator,https://upload.wikimedia.org/wikipedia/commons/5/57/Jozef_Tiso.jpg
Slovakia,Johann Nepomuk Hummel,0.6105065426630512,composer,https://upload.wikimedia.org/wikipedia/commons/3/39/Johann-nepomuk-hummel.jpg
Slovakia,Ernő Dohnányi,0.555887290083964,composer,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Ern%C5%91_Dohn%C3%A1nyi.jpg/220px-Ern%C5%91_Dohn%C3%A1nyi.jpg
Latvia,Sergei Eisenstein,0.7115671719355146,film director,http://www.classicartfilms.com/wp-content/uploads/2015/07/Sergei-Eisenstein-behind-the-camera-300x300.jpg
Latvia,Catherine I,0.6976977464137953,Russian empress,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Catherine_I_of_Russia_by_Nattier.jpg/225px-Catherine_I_of_Russia_by_Nattier.jpg
Latvia,Wilhelm Ostwald,0.6396223491171066,chemist,https://upload.wikimedia.org/wikipedia/commons/5/5d/Wilhelm_Ostwald_by_Nicola_Perscheid.jpg
Latvia,Jacob Kettler,0.5132387446524534,duke of Courland,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Jaqkob_Kettler_k.jpg/220px-Jaqkob_Kettler_k.jpg
Latvia,Ernst Gideon von Laudon,0.4737302814122903,generalisimo,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Gideon_Ernst_Freiherr_von_Laudon.jpg/220px-Gideon_Ernst_Freiherr_von_Laudon.jpg
Bulgaria,Boris III,0.654980259308059,tsar,https://i.pinimg.com/736x/8e/00/45/8e0045830fae5b1f3450845a7ff7d43c--world-war-new-territories.jpg
Bulgaria,Georgi Dimitrov,0.6298244764056845,dictator,https://media1.britannica.com/eb-media/42/79442-004-0C932763.jpg
Bulgaria,Ahmed III,0.6196277313557585,sultan,https://geneall.net/images/names/pes_532225.jpg
Bulgaria,Fritz Zwicky,0.5911843580098421,astronomer,http://www.nndb.com/people/307/000206686/fritz-zwicky-1-sized.jpg
Bulgaria,Jules Pascin,0.4915287054658416,painter,http://www.pascin-expertise.org/web_images/contacte.jpg
Estonia,Alfred Rosenberg,0.7078065704153991,Nazi ideologue,https://upload.wikimedia.org/wikipedia/commons/f/f4/Bundesarchiv_Bild_146-2005-0168%2C_Alfred_Rosenberg.jpg
Estonia,Fabian Gottlieb von Bellingshausen,0.5880510741334838,admiral,http://www.saint-petersburg.com/images/famous-people/fabian-gottlieb-thaddeus-von-bellingshausen/portrait-of-fabian-gottlieb-thaddeus-von-bellingshausen.jpg
Estonia,Paul von Rennenkampf,0.5539361838146836,general,https://pbs.twimg.com/profile_images/510428342496296961/ftEm0Y_f_400x400.jpeg
Estonia,Adam Johann von Krusenstern,0.5387727034905614,admiral,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/AJKrusenstern.JPG/220px-AJKrusenstern.JPG
Estonia,Karl Ernst von Baer,0.5239591058203131,embryologist,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Voyages_de_la_Commission_scientifique_du_Nord%2C_en_Scandinavie%2C_en_Laponie%2C_au_Spitzberg_et_aux_Fer%C3%B6e_-_no-nb_digibok_2009040211001-118.jpg/1200px-Voyages_de_la_Commission_scientifique_du_Nord%2C_en_Scandinavie%2C_en_Laponie%2C_au_Spitzberg_et_aux_Fer%C3%B6e_-_no-nb_digibok_2009040211001-118.jpg
Serbia,Mileva Marić,0.6356111248749144,physicist,https://www.thefamouspeople.com/profiles/images/mileva-mari-4.jpg
Serbia,Draža Mihailović,0.6085895258624133,general,https://upload.wikimedia.org/wikipedia/commons/7/72/Draza_Mihailovic%2C1943.jpg
Serbia,Vuk Karadžić,0.5584769294039571,language reformer,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/VukKaradzic.jpg/190px-VukKaradzic.jpg
Serbia,Peter I,0.5438918026862851,king,http://www.babamim.com/yahoo_site_admin/assets/images/King_peter_I.245203833_std.jpg
Serbia,Mihajlo Pupin,0.5418564366365047,physicist,http://www.vijestio.com/wp-content/uploads/2013/04/112_mihajlopupin.jpg
Bosnia and Herzegovina,Gavrilo Princip,0.721463236926881,assassin,https://upload.wikimedia.org/wikipedia/commons/d/d4/Gavrilo_Princip%2C_prison%2C_infobox_crop.jpg
Bosnia and Herzegovina,Ante Pavelić,0.6538743032860985,dictator,https://images.findagrave.com/photos/2016/203/6954922_1469206973.jpg
Bosnia and Herzegovina,Ivo Andrić,0.6385608379563038,author,https://upload.wikimedia.org/wikipedia/commons/6/6a/Andric_Ivo.jpg
Bosnia and Herzegovina,Tvrtko I,0.4375751912907135,king,https://68.media.tumblr.com/tumblr_maeivejecA1re2do0o1_500.jpg
