link,year,disambiguation,length,pageviews,revisions,title,score
Johannes_Kepler,1571,False,235303,2271,239,约翰内斯·开普勒,0.6267487147125859
Caravaggio,1571,False,151837,3386,162,卡拉瓦乔,0.6144643714501461
Tokugawa_Hidetada,1579,False,151547,4033,136,德川秀忠,0.610057349694365
Peter_Paul_Rubens,1577,False,153796,1917,189,彼得·保羅·魯本斯,0.6060085291036115
Guy_Fawkes,1570,False,195529,1313,190,盖伊·福克斯,0.59744781915892
Feng_Menglong,1574,False,70319,1561,159,冯梦龙,0.582427199836935
Oeyo,1573,False,111244,2190,82,崇源院,0.5641158148998624
Ukita_Hideie,1573,False,85409,2247,82,宇喜多秀家,0.5617387609274704
Emperor_Go-Yōzei,1571,False,128185,846,68,後陽成天皇,0.5301555236667267
Marie_de'_Medici,1575,False,56142,597,85,玛丽·德·美第奇,0.5225352345798033
"Ferdinand_II,_Holy_Roman_Emperor",1578,False,90135,478,86,斐迪南二世 (神圣罗马帝国),0.5209080824799825
Philip_III_of_Spain,1578,False,81952,298,97,腓力三世 (西班牙),0.508856655041814
1626,1573,False,69678,284,104,1626年,0.5083622502164218
William_Harvey,1578,False,99847,505,58,威廉·哈维,0.5042973613779913
Christian_IV_of_Denmark_and_Norway,1577,False,81499,318,82,克里斯蒂安四世,0.5039277287127721
Pope_Innocent_X,1574,False,95124,236,91,依諾增爵十世,0.4988286989173103
Abbas_I_of_Safavid,1571,False,57444,258,90,阿拔斯一世 (波斯),0.49700832495856084
John_Donne,1573,False,53560,455,58,约翰·多恩,0.49526638194583056
Shimazu_Tadatsune,1576,False,128972,424,49,岛津忠恒,0.49227159839503837
Niwa_Nagashige,1571,False,71885,288,37,丹羽長重,0.46042246377000673
Ben_Jonson,1572,False,52284,358,33,本·琼森,0.45769920521504154
Dmitry_Pozharsky,1577,False,43728,115,34,德米特里·米哈伊洛维奇·波扎尔斯基,0.4216938383007369
Simon_Marius,1573,False,49508,101,36,西門·馬里烏斯,0.42046401230676894
Johann_Bayer,1572,False,51022,94,32,約翰·拜耳,0.41238916445193446
Hans_Lippershey,1570,False,69828,141,22,漢斯·李普希,0.40856217275522344
Okaji_no_Kata,1578,False,31664,127,22,英勝院,0.39997915190344674
"Anne_of_Austria,_Queen_of_Poland",1573,False,98528,65,29,奥地利的安娜 (1573年-1598年),0.39715375217317195
Guido_Reni,1575,False,61856,189,16,圭多·雷尼,0.3959309270875898
Anne_of_Denmark,1574,False,80539,224,13,丹麦的安妮,0.3866035165275557
Concino_Concini,1575,False,41280,97,18,康西诺·孔奇尼,0.3816017776739098
Willem_Blaeu,1571,False,46104,86,17,威廉·布劳,0.37499462751636176
François_Ravaillac,1578,False,43833,106,15,弗朗索瓦·拉瓦莱克,0.3734823609113988
"Charles,_Duke_of_Guise",1571,False,42833,37,32,夏尔·德·洛林，第四代吉斯公爵,0.37122357571081127
Giambattista_Basile,1575,False,47785,175,11,吉姆巴地斯达·巴西耳,0.3650543642864048
John_Fletcher_(playwright),1579,False,49500,103,13,约翰·弗莱切,0.36387801073763826
"Ludovic_Stewart,_2nd_Duke_of_Lennox",1574,False,46187,42,20,盧多維克·斯圖爾特，第二代倫諾克斯公爵,0.35711311059018985
William_Oughtred,1574,False,69578,115,10,威廉·奥特雷德,0.34944770437616013
Bartholomew_Gosnold,1572,False,42162,55,12,巴塞洛缪·戈斯诺德,0.33866897924330575
"Ernest_Casimir_I,_Count_of_Nassau-Dietz",1573,False,47020,57,9,恩斯特·卡西米尔一世 (拿骚-迪茨),0.32093161475489024
Francesco_Albani,1578,False,51978,64,7,弗朗西斯科·阿爾巴尼,0.3050131694566358
Cyril_Lucaris,1572,False,48555,43,8,西里爾·盧卡里斯,0.30422977458323314
William_Laud,1573,False,35437,81,6,威廉·劳德,0.29547392854309584
Thomas_Storer,1571,,1,1,1,?,0.05448825167540282
"Augustus,_Duke_of_Saxe-Lauenburg",1577,,1,1,1,?,0.05448825167540282
Willem_Teellinck,1579,,1,1,1,?,0.05448825167540282
Archduchess_Catherine_Renata_of_Austria,1576,,1,1,1,?,0.05448825167540282
Samuel_Coster,1579,,1,1,1,?,0.05448825167540282
Aleksander_Ostrogski,1571,,1,1,1,?,0.05448825167540282
Franz_von_Dietrichstein,1570,,1,1,1,?,0.05448825167540282
