link,year,disambiguation,length,pageviews,revisions,title,score
Yue_Fei,1103,False,203671,15171,1158,岳飞,0.7436982077323294
Emperor_Gaozong_of_Song,1107,False,144319,5496,335,宋高宗,0.6603479592633741
Emperor_Qinzong,1100,False,99571,2376,167,宋钦宗,0.6010043203731142
Empress_Matilda,1102,False,168435,454,110,玛蒂尔达皇后,0.5362674340082209
Pope_Alexander_III,1105,False,113124,205,132,歷山三世,0.5092082967740875
Afonso_I_of_Portugal,1109,False,66424,387,81,阿方索一世 (葡萄牙),0.5081477512059349
Emperor_Toba,1103,False,91067,685,48,鳥羽天皇,0.5019143377599834
Pope_Celestine_III,1106,False,93456,147,78,雷定三世,0.4735372936149046
Empress_Xing,1106,False,62331,197,36,憲節皇后,0.44583251181770867
Minamoto_no_Yorimasa,1106,False,43267,407,21,源賴政,0.43118651948036
Melisende_of_Jerusalem,1105,False,52601,83,39,梅利桑德 (耶路撒冷女王),0.4167321364192299
William_Clito,1102,False,57644,63,30,纪尧姆·克利顿,0.3942585446342455
"Leopold_IV,_Duke_of_Bavaria",1108,False,44261,45,18,利奧波德四世 (奧地利),0.3545177166565241
Alfonso_VII_of_León,1105,False,71461,127,9,阿方索七世 (卡斯蒂利亞),0.343518311370134
Henry_II_of_Austria,1107,False,51306,55,10,亨利二世 (奧地利),0.327628145305184
Queen_Gongye,1109,False,60646,67,8,恭睿太后,0.3175635302291101
Bohemund_II_of_Antioch,1108,False,49236,44,9,博希蒙德二世,0.31328641157244913
"Robert_de_Beaumont,_2nd_Earl_of_Leicester",1104,,1,1,1,?,0.05448825167540282
"Gilbert_de_Clare,_1st_Earl_of_Pembroke",1100,,1,1,1,?,0.05448825167540282
Biddenden_Maids,1100,,1,1,1,?,0.05448825167540282
Harald_IV_of_Norway,1103,,1,1,1,?,0.05448825167540282
Adeliza_of_Louvain,1103,,1,1,1,?,0.05448825167540282
Matilda_of_Boulogne,1105,,1,1,1,?,0.05448825167540282
Alphonse_I_of_Toulouse,1103,,1,1,1,?,0.05448825167540282
"Baldwin_IV,_Count_of_Hainaut",1108,,1,1,1,?,0.05448825167540282
William_Adelin,1103,,1,1,1,?,0.05448825167540282
Helena_of_Skövde,1101,,1,1,1,?,0.05448825167540282
Héloïse_d'Argenteuil,1100,,1,1,1,?,0.05448825167540282
Eleanor_of_Champagne,1104,,1,1,1,?,0.05448825167540282
Ibn_Tufail,1105,,1,1,1,?,0.05448825167540282
