link,year,disambiguation,length,pageviews,revisions,title,score
Napoleon_Bonaparte,1769,False,647414,18466,878,拿破仑一世,0.7569519995290375
Jiaqing_Emperor,1760,False,177616,8822,415,嘉庆帝,0.6853911081412355
Andrew_Jackson,1767,False,268342,2699,273,安德鲁·杰克逊,0.6394396253606872
"Arthur_Wellesley,_1st_Duke_of_Wellington",1769,False,440892,1122,376,第一代威靈頓公爵阿瑟·韋爾斯利,0.6290307560538503
Hokusai,1760,False,182900,3360,197,葛饰北斋,0.6260553432980797
George_IV_of_the_United_Kingdom,1762,False,324599,1186,311,喬治四世,0.6202577025168696
Thomas_Malthus,1766,False,120089,1604,198,托马斯·罗伯特·马尔萨斯,0.599668415986477
William_IV_of_the_United_Kingdom,1765,False,216569,1255,169,威廉四世 (英國),0.5919613848742729
Joseph_Fourier,1768,False,85776,1099,208,约瑟夫·傅里叶,0.5856873933978788
"Francis_II,_Holy_Roman_Emperor",1768,False,304889,999,159,弗朗茨二世 (神圣罗马帝国),0.5854506793647747
John_Quincy_Adams,1767,False,123710,1059,184,约翰·昆西·亚当斯,0.5838625859990314
John_Dalton,1766,False,118294,1195,149,约翰·道尔顿,0.5779345041197278
Joséphine_de_Beauharnais,1763,False,199922,1409,112,约瑟芬·德·博阿尔内,0.5750776374977226
Alexander_von_Humboldt,1769,False,138525,1004,136,亚历山大·冯·洪堡,0.5701906987760661
Charles_XIV_John_of_Sweden,1763,False,462390,554,107,卡尔十四世·约翰,0.5510322048207114
Charlotte_Corday,1768,False,187458,882,86,夏绿蒂·科黛,0.547271266315292
Georges_Cuvier,1769,False,274675,335,166,喬治·居維葉,0.5461784348891636
Muhammad_Ali_of_Egypt,1769,False,91610,532,105,穆罕默德·阿里帕夏,0.5336456886459994
François-René_de_Chateaubriand,1768,False,349600,482,84,弗朗索瓦-勒内·德·夏多布里昂,0.532305346735713
Joachim_Murat,1767,False,411670,462,82,若阿尚·缪拉,0.5309994899982835
Spencer_Perceval,1762,False,150354,259,164,斯賓塞·珀西瓦爾,0.529581691145259
Johann_Gottlieb_Fichte,1762,False,164781,598,76,約翰·戈特利布·費希特,0.5278887100970026
Joseph_Bonaparte,1768,False,393149,657,58,约瑟夫·波拿巴,0.5237963796683202
Friedrich_Schleiermacher,1768,False,214280,508,69,弗里德里希·施萊爾馬赫,0.520145647923577
"Prince_Edward,_Duke_of_Kent_and_Strathearn",1767,False,131823,525,70,愛德華王子 (肯特及斯特拉森公爵),0.5176337341122917
Louis_Antoine_de_Saint-Just,1767,False,358432,247,100,安東萬·路易·德·聖茹斯特,0.5155944182644545
Michel_Ney,1769,False,415108,506,57,米歇尔·内伊,0.5152142889757355
Jean-de-Dieu_Soult,1769,False,432096,339,65,尼古拉斯·让·德迪乌·苏尔特,0.5090646439254576
Nicéphore_Niépce,1765,False,51631,362,87,約瑟夫·尼塞福爾·涅普斯,0.5065055173626011
Marie_Tussaud,1761,False,55494,712,54,杜莎夫人,0.504720084066261
Pope_Pius_VIII,1761,False,97870,222,103,庇護八世,0.5017025915947863
"Charles_Grey,_2nd_Earl_Grey",1764,False,124385,230,91,第二代格雷伯爵查爾斯·格雷,0.5001917651678477
Pope_Gregory_XVI,1765,False,99122,219,93,額我略十六世,0.49718605170110314
John_Jacob_Astor,1763,False,74770,275,74,約翰·雅各·阿斯特,0.49344405110806133
Pope_Leo_XII,1760,False,95263,198,87,利奥十二世,0.49015829471924405
"Robert_Stewart,_Viscount_Castlereagh",1769,False,86042,147,113,羅伯特·史都華，卡蘇里子爵,0.4868485793074251
Józef_Antoni_Poniatowski,1763,False,453768,308,42,约泽夫·波尼亚托夫斯基,0.4829223854233588
Luigi_Cherubini,1760,False,87267,173,75,路易吉·凱魯比尼,0.4779804676913977
Jean_Lannes,1769,False,388530,304,36,让·拉纳,0.4726340840452959
Michael_Andreas_Barclay_de_Tolly,1761,False,272036,194,50,米哈伊尔·博格达诺维奇·巴克莱·德托利,0.4726173198754204
Nguyễn_Du,1766,False,43370,180,60,阮攸,0.4639929887034547
"Emmanuel_de_Grouchy,_Marquis_de_Grouchy",1766,False,189696,285,32,埃曼努尔·格鲁希,0.4589809490573617
Anne_Louise_Germaine_de_Staël,1766,False,203596,224,35,杰曼·德·斯戴尔,0.45699810667696417
"Édouard_Mortier,_Duke_of_Trévise",1768,False,225452,123,49,爱德华·阿道夫·卡西米尔·约瑟夫·莫蒂埃,0.4527123698061438
Joseph_Fouché,1763,False,155708,214,33,约瑟夫·富歇,0.4504280039872131
"Henry_Paget,_1st_Marquess_of_Anglesey",1768,False,71202,130,53,第一代安格尔西侯爵亨利·佩吉特,0.45033783590496096
Jacques_MacDonald,1765,False,196390,166,37,埃蒂安-雅克-约瑟夫-亚历山大·麦克唐纳,0.44951672197268855
"Claude_Henri_de_Rouvroy,_comte_de_Saint-Simon",1760,False,81431,86,79,克勞德·昂列·聖西門,0.4493145974224136
Nicolas_Oudinot,1767,False,192299,217,31,尼古拉·夏尔·乌迪诺,0.4487145983625847
John_Bellingham,1769,False,51272,96,53,約翰·貝林罕,0.4354934410967619
Laurent_de_Gouvion_Saint-Cyr,1764,False,191117,154,30,洛朗·古维翁-圣西尔,0.4354370258969643
Jean-Baptiste_Jourdan,1762,False,187672,183,27,让-巴普蒂斯·儒尔当,0.43505236251284685
Jean_Victor_Marie_Moreau,1763,False,176713,155,29,让·维克多·莫罗,0.43329621038721905
Kyokutei_Bakin,1767,False,43242,206,29,曲亭馬琴,0.4327356192161458
André_Chénier,1762,False,177762,176,26,安德烈·舍尼埃,0.4312467976084377
Jean-Baptiste_Bessières,1768,False,388013,170,24,让-巴普蒂斯·贝西埃尔,0.42970454870993785
Guillaume-Marie-Anne_Brune,1763,False,184274,129,30,纪尧姆·布律纳,0.42899287518167367
Robert_Fulton,1765,False,48720,346,21,罗伯特·富尔顿,0.4281584011283708
José_Gervasio_Artigas,1764,False,44045,116,38,何塞·赫瓦西奥·阿蒂加斯,0.4273408846287469
Frederick_VI_of_Denmark,1768,False,267917,164,23,弗雷德里克六世 (丹麦),0.4239388942558528
Caroline_of_Brunswick,1768,False,54211,192,25,卡羅琳 (不倫瑞克),0.4238252408236287
Elizabeth_Monroe,1768,False,64142,109,32,伊丽莎白·门罗,0.41948692878438715
"Armand-Emmanuel_de_Vignerot_du_Plessis,_Duc_de_Richelieu",1766,False,85210,86,36,阿尔芒-埃曼纽尔·迪普莱西 (黎塞留公爵),0.417821389421833
José_Gaspar_Rodríguez_de_Francia,1766,False,60718,126,27,何塞·加斯帕尔·罗德里格斯·德·弗朗西亚,0.4154915019975823
Joseph_Radetzky_von_Radetz,1766,False,45200,164,22,约瑟夫·拉德茨基·冯·拉德茨,0.41029333953998626
Karađorđe_Petrović,1768,False,47686,99,29,卡拉喬爾傑·彼得羅維奇,0.40905142123714067
Jean-Baptiste_Say,1767,False,53342,205,19,讓-巴蒂斯特·賽伊,0.4086520531885094
Oliver_Wolcott_Jr.,1760,False,72843,96,26,小奥利弗·沃尔科特,0.4051234093689463
John_Goodricke,1764,False,41329,90,29,约翰·古德利克,0.4045584371727624
Samuel_Dexter,1761,False,86651,102,23,塞缪尔·德克斯特,0.40173464639281514
Karl_Ludwig_Harding,1765,False,47374,65,34,卡爾·路德維希·哈丁,0.399881567385915
Huang_Peilie,1763,False,38510,112,23,黄丕烈,0.3997614819734385
Edward_Livingston,1764,False,64481,104,21,爱德华·利文斯顿,0.39551702036520325
Isaac_Brock,1769,False,35825,158,17,艾萨克·布洛克,0.39167916953313975
Samuel_Slater,1768,False,47501,98,20,塞缪尔·斯莱特,0.3888942471287837
Eli_Whitney,1765,False,52420,206,14,伊莱·惠特尼,0.38765148397010674
Thomas_Lawrence,1769,False,48520,125,16,托马斯·劳伦斯,0.3830550049174571
Charles_Hatchett,1765,False,43378,61,25,查理斯·哈契特,0.3827225631836176
"Claude_Victor-Perrin,_Duc_de_Belluno",1764,False,197974,142,13,克勞德·皮爾林·維克托,0.3796574806460175
Robert_Darwin,1766,False,34708,65,21,羅伯特·達爾文,0.37518692093421296
Jean_Paul,1763,False,46658,193,12,让·保罗,0.37391358918002365
Charles_Felix_of_Savoy,1765,False,44662,81,15,卡洛·費利切,0.36534044606562316
Adalbert_Gyrowetz,1763,False,38960,82,15,阿达尔伯特·吉罗维茨,0.36496669618831
Wang_Zhenyi_(astronomer),1768,False,27555,101,14,王贞仪,0.36488821984712866
Dolley_Madison,1768,False,75233,137,11,多莉·麦迪逊,0.3615460014388347
Johann_Heinrich_Friedrich_Link,1767,False,48669,53,13,约翰·海因里希·弗里德里希·林克,0.3430359287205119
Barthélemy_Catherine_Joubert,1769,False,50744,83,9,巴泰勒米·卡特林·儒贝尔,0.3315690964888039
Smith_Thompson,1768,False,63864,78,9,史密斯·汤普森,0.3309360510154313
William_Smith_(geologist),1769,False,51457,122,7,威廉·史密斯 (地质学家),0.3194632611991522
Christian_Hendrik_Persoon,1761,False,46228,64,7,克里斯蒂安·亨德里克·珀森,0.3045705402321939
John_Abernethy_(surgeon),1764,False,38740,41,8,约翰·阿伯内西,0.3019248048841293
Charles_Pichegru,1761,False,178616,75,6,让-夏尔·皮什格鲁,0.29917296435319324
Ernst_Moritz_Arndt,1769,False,39804,54,6,恩斯特·莫里茨·阿恩特,0.28686595139786186
Pierre-Charles_Villeneuve,1763,False,265864,181,4,皮埃尔-夏尔·维尔纳夫,0.27024741424961346
Benjamin_Constant,1767,False,46560,119,3,班傑明·康斯坦,0.22335508657271408
August_von_Gneisenau,1760,False,41682,104,2,奥古斯特·奈哈特·冯·格奈森瑙,0.15855283620467517
Howqua,1769,False,73265,1,120,伍秉鑑,0.12866526033153416
Tecumseh,1768,False,49751,0,3,特库姆塞,0.09847630183259679
Gertrudis_Bocanegra,1765,,1,1,1,?,0.05448825167540282
Pierre_Lorillard_II,1764,,1,1,1,?,0.05448825167540282
Josef_Madersperger,1768,,1,1,1,?,0.05448825167540282
Adam_Karl_August_von_Eschenmayer,1768,,1,1,1,?,0.05448825167540282
Princess_Pauline_of_Anhalt-Bernburg,1769,,1,1,1,?,0.05448825167540282
Jean-Baptiste_Louvet_de_Couvrai,1760,,1,1,1,?,0.05448825167540282
Henri_Jacques_Guillaume_Clarke,1765,,1,1,1,?,0.05448825167540282
Nannette_Streicher,1769,,1,1,1,?,0.05448825167540282
Marie_Lachapelle,1769,,1,1,1,?,0.05448825167540282
Harry_Burrard-Neale,1765,,1,1,1,?,0.05448825167540282
Fredrica_Löf,1760,,1,1,1,?,0.05448825167540282
Henry_Fourdrinier,1766,,1,1,1,?,0.05448825167540282
Charlotte_Slottsberg,1760,,1,1,1,?,0.05448825167540282
Antoine-Francois_Andreossy,1761,,1,1,1,?,0.05448825167540282
Henriette_Herz,1764,,1,1,1,?,0.05448825167540282
Claire_Lacombe,1765,,1,1,1,?,0.05448825167540282
Jean-Louis_Pons,1761,,1,1,1,?,0.05448825167540282
Joseph_Williamson_(philanthropist),1769,,1,1,1,?,0.05448825167540282
Caroline_Schelling,1763,,1,1,1,?,0.05448825167540282
Jean-Baptiste_Benoît_Eyriès,1767,,1,1,1,?,0.05448825167540282
Pauline_Léon,1768,,1,1,1,?,0.05448825167540282
Christian_Günther_von_Bernstorff,1769,,1,1,1,?,0.05448825167540282
Olof_Swartz,1760,,1,1,1,?,0.05448825167540282
François_Nicolas_Leonard_Buzot,1760,,1,1,1,?,0.05448825167540282
Princess_Maria_Carolina_of_Savoy,1764,,1,1,1,?,0.05448825167540282
James_Scarlett_Abinger,1769,,1,1,1,?,0.05448825167540282
Zacharias_Werner,1768,,1,1,1,?,0.05448825167540282
William_Wallace_(mathematician),1768,,1,1,1,?,0.05448825167540282
Charles_Louis_de_Fourcroy,1766,,1,1,1,?,0.05448825167540282
Melesina_Trench,1768,,1,1,1,?,0.05448825167540282
"Sir_James_Hall,_4th_Baronet",1761,,1,1,1,?,0.05448825167540282
Maria_Medina_Coeli,1764,,1,1,1,?,0.05448825167540282
Christoph_Johann_von_Medem,1763,,1,1,1,?,0.05448825167540282
James_Dadford,1769,,1,1,1,?,0.05448825167540282
John_Henry_Colclough,1769,,1,1,1,?,0.05448825167540282
Meta_Forkel-Liebeskind,1765,,1,1,1,?,0.05448825167540282
Jakob_Heinrich_Laspeyres,1769,,1,1,1,?,0.05448825167540282
Amelia_Griffiths,1768,,1,1,1,?,0.05448825167540282
"Adam_Gillies,_Lord_Gillies",1760,,1,1,1,?,0.05448825167540282
Birgithe_Kühle,1762,,1,1,1,?,0.05448825167540282
María_Isidra_de_Guzmán_y_de_la_Cerda,1768,,1,1,1,?,0.05448825167540282
Michele_Cachia,1760,,1,1,1,?,0.05448825167540282
Catharina_Heybeek,1764,,1,1,1,?,0.05448825167540282
István_Pauli,1760,,1,1,1,?,0.05448825167540282
Sigismund_Friedrich_Hermbstädt,1760,,1,1,1,?,0.05448825167540282
Marianna_Malińska,1767,,1,1,1,?,0.05448825167540282
Princess_Élisabeth_of_France,1764,,1,1,1,?,0.05448825167540282
Natalia_Shelikova,1762,,1,1,1,?,0.05448825167540282
Marie-Jeanne_de_Lalande,1768,,1,1,1,?,0.05448825167540282
José_Marchena_Ruiz_de_Cueto,1768,,1,1,1,?,0.05448825167540282
Lolotte_Forssberg,1766,,1,1,1,?,0.05448825167540282
Louise_Contat,1760,,1,1,1,?,0.05448825167540282
Bertrand_Andrieu,1761,,1,1,1,?,0.05448825167540282
Joseph_Chénier,1764,,1,1,1,?,0.05448825167540282
Karl_Salomo_Zachariae_von_Lingenthal,1769,,1,1,1,?,0.05448825167540282
Erik_Tulindberg,1761,,1,1,1,?,0.05448825167540282
Louis_Baraguey_d'Hilliers,1764,,1,1,1,?,0.05448825167540282
Wilhelm_Hisinger,1766,,1,1,1,?,0.05448825167540282
Luigi_Schiavonetti,1765,,1,1,1,?,0.05448825167540282
Antoine_Alexandre_Barbier,1765,,1,1,1,?,0.05448825167540282
Therese_Huber,1764,,1,1,1,?,0.05448825167540282
John_Storm,1760,,1,1,1,?,0.05448825167540282
Bernhard_Meyer,1767,,1,1,1,?,0.05448825167540282
Moscho_Tzavela,1760,,1,1,1,?,0.05448825167540282
Clelia_Durazzo_Grimaldi,1760,,1,1,1,?,0.05448825167540282
Jacques_Réattu,1760,,1,1,1,?,0.05448825167540282
Marianne_Kirchgessner,1769,,1,1,1,?,0.05448825167540282
Louis_Albert_Guislain_Bacler_d'Albe,1761,,1,1,1,?,0.05448825167540282
Pierre_Prévost_(painter),1764,,1,1,1,?,0.05448825167540282
Antoine_Fabre_d'Olivet,1767,,1,1,1,?,0.05448825167540282
Robert_Craufurd,1764,,1,1,1,?,0.05448825167540282
Christoph_Wilhelm_Hufeland,1762,,1,1,1,?,0.05448825167540282
Claude_Chappe,1763,,1,1,1,?,0.05448825167540282
John_Molson,1763,,1,1,1,?,0.05448825167540282
Edmond-Charles_Genêt,1763,,1,1,1,?,0.05448825167540282
William_Hyde_Wollaston,1766,,1,1,1,?,0.05448825167540282
Joseph_Plumb_Martin,1760,,1,1,1,?,0.05448825167540282
"William_Beresford,_1st_Viscount_Beresford",1768,,1,1,1,?,0.05448825167540282
"Ferdinand_III,_Grand_Duke_of_Tuscany",1769,,1,1,1,?,0.05448825167540282
Jacob_Perkins,1766,,1,1,1,?,0.05448825167540282
Andreas_Hofer,1767,,1,1,1,?,0.05448825167540282
Magdalena_Rudenschöld,1766,,1,1,1,?,0.05448825167540282
Sidney_Smith_(Royal_Navy_officer),1764,,1,1,1,?,0.05448825167540282
Dominique_Jean_Larrey,1766,,1,1,1,?,0.05448825167540282
John_Rennie_the_Elder,1761,,1,1,1,?,0.05448825167540282
Johann_Peter_Hebel,1760,,1,1,1,?,0.05448825167540282
"Alexandre,_Vicomte_de_Beauharnais",1760,,1,1,1,?,0.05448825167540282
Barbara_Fritchie,1766,,1,1,1,?,0.05448825167540282
August_Friedrich_Ferdinand_von_Kotzebue,1761,,1,1,1,?,0.05448825167540282
Manuel_Godoy,1767,,1,1,1,?,0.05448825167540282
John_Moore_(British_soldier),1761,,1,1,1,?,0.05448825167540282
James_Smithson,1764,,1,1,1,?,0.05448825167540282
James_Smithson,1765,,1,1,1,?,0.05448825167540282
Deborah_Sampson,1760,,1,1,1,?,0.05448825167540282
